Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL,source_file
Svaksha Distillery Limited,Long term Bank Facilities,IVR A+ (CE) (Reaffirmed),Rating Watch with Developing Implications,Rs. 146.80 Cr.,"Jan 02, 2025",https://www.infomerics.com/admin/uploads/pr-Svaksha-Distillery-2jan2025.pdf,infomerics_2024-12-30_2025-01-13.csv
Svaksha Distillery Limited,Long term Bank Facilities (proposed),IVR BBB-,Rating Watch with Developing Implications,Rs. 17.91 Cr.,"Jan 02, 2025",https://www.infomerics.com/admin/uploads/pr-Svaksha-Distillery-2jan2025.pdf,infomerics_2024-12-30_2025-01-13.csv
Svarog Global Power Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),Negative,Rs. 42.95 Cr.,"Jan 02, 2025",https://www.infomerics.com/admin/uploads/pr-Svarog-GlobalPower-2jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Eagle Steels Rolling Mills Private Limited,Long Term Fund Based Limits - Cash Credit,IVR D (INC)(Reaffirmed),Nil,Rs. 39.50 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Re-Eagle-Steels-01jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Eagle Steels Rolling Mills Private Limited,Short Term Non-Fund Facility - ILC/ FLC,IVR D (INC)(Reaffirmed),Nil,Rs. 2.50 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Re-Eagle-Steels-01jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Chahal Spintex Private Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed),Stable,Rs. 62.00 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-Chahal-Spintex-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Galaxy Transmissions Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 37.16 Cr. (Reduced from Rs. 40.54 crore),"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-Galaxy-Transmission-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Galaxy Transmissions Private Limited,Short Term Bank Facility,IVR A3 (Reaffirmed),Nil,Rs. 55.00 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-Galaxy-Transmission-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
P.K. Pharmatech Private Limited,Long Term Bank Facility- Cash Credit,IVR B+(INC) (Downgraded),Negative,Rs. 6.00 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-P-K-Pharmatech-01jan2025.pdf,infomerics_2024-12-30_2025-01-13.csv
P.K. Pharmatech Private Limited,Short Term Fund Based Limits- BG/LC,IVR A4 (INC) (Reaffirmed),Nil,Rs. 16.90 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-P-K-Pharmatech-01jan2025.pdf,infomerics_2024-12-30_2025-01-13.csv
P.K. Pharmatech Private Limited,Proposed Long Term Bank Facility,IVR B+ (INC) (Downgraded),Negative,Rs. 9.00 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-P-K-Pharmatech-01jan2025.pdf,infomerics_2024-12-30_2025-01-13.csv
Paavan Steel Tech Private Limited,Long Term Facilities,IVR BBB- (Assigned),Stable,Rs. 61.80 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-Paavan-Steel-Tech-01jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Paavan Steel Tech Private Limited,Short Term Facilities,IVR A3 (Assigned),Nil,Rs. 3.00 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-Paavan-Steel-Tech-01jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Rahul Cables Private Limited,Long Term Facilities,IVR BBB (Upgraded),Stable,Rs. 151.42 Cr. (Enhanced from Rs. 87.38 crore),"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-Rahul-Cables-01jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Rahul Cables Private Limited,Short Term Facilities,IVR A3+ (Upgraded),Nil,Rs. 120.50 Cr. (Enhanced from Rs. 89.10 crore),"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-Rahul-Cables-01jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Rahul Cables Private Limited,Long Term/ Short Term Facilities (Proposed),IVR BBB/ IVR A3+ (Upgraded),Stable/-,Rs. 0.58 Cr. (Reduced from Rs. 23.52 crore),"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-Rahul-Cables-01jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Samrat Gems Impex Private Limited,Long Term Bank Facilities,IVR D (INC)(Downgraded),Nil,Rs. 8.25 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-SamratGems-impex-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Samrat Gems Impex Private Limited,Short Term Bank Facilities,IVR D (INC)(Downgraded),Nil,Rs. 46.00 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-SamratGems-impex-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Save Microfinance Private Limited,Long Term Bank Facilities,IVR BBB (Downgraded),Negative,Rs. 549.20 Cr.,"Jan 07, 2025",https://www.infomerics.com/admin/uploads/pr-Save-Microfinance-7jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Save Microfinance Private Limited,Long Term Bank Facilities - Proposed,IVR BBB (Downgraded),Negative,Rs. 300.80 Cr.,"Jan 07, 2025",https://www.infomerics.com/admin/uploads/pr-Save-Microfinance-7jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Save Microfinance Private Limited,Long Term - Series A1 (a) PTCs (Senior),Withdrawn,Nil,-,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-save-microfinance-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Save Microfinance Private Limited,Long Term - Series A1 (b) PTCs (Subordinated),Withdrawn,Nil,-,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-save-microfinance-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Styrax Pharma Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 98.99 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-Styrax-Pharma-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Styrax Pharma Private Limited,Short Term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 5.00 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-Styrax-Pharma-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Styrax Pharma Private Limited,Proposed Long Term/Short Term Bank Facilities,IVR BBB/IVR A3+; (Assigned),Stable/-,Rs. 6.01 Cr,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/pr-Styrax-Pharma-1jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Suwasara Bhanpura Highways Private Limited,Long Term Bank Facility,IVR BBB- (Assigned),Stable,Rs. 42.50 Cr.,"Jan 01, 2025",https://www.infomerics.com/admin/uploads/Pr-Suwasara-Bhanpura-01jan25.pdf,infomerics_2024-12-30_2025-01-13.csv
Alka Chemi Pack Private Limited,Long Term Bank Facility,IVR B+ (INC) (Downgraded),Negative,Rs. 3.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Alka-Chemi-Pack-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Alka Chemi Pack Private Limited,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),Nil,Rs. 72.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Alka-Chemi-Pack-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Globe Panel Industries India Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 170.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/pr-GlobePanel-Industries-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Gupta Power Infrastructure Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 1180.00 Cr. (including proposed limit of Rs. 90.00 crore),"Dec 31, 2024",https://www.infomerics.com/admin/uploads/pr-GuptaPower-Infrastructure-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Gupta Power Infrastructure Limited,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 2780.00 Cr. (including proposed limit of Rs. 310.10 crore),"Dec 31, 2024",https://www.infomerics.com/admin/uploads/pr-GuptaPower-Infrastructure-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Indian Green Revolution Private Limited,Long Term Facility,IVR BB- (Reaffirmed),Stable,Rs. 30.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Indian-Green-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
JKV Infracon (I) Private Limited,Long Term Facilities,IVR B+ (Assigned),Stable,Rs. 12.18 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-JKV-Infracon-31dec2024.pdf,infomerics_2024-12-30_2025-01-13.csv
JKV Infracon (I) Private Limited,Short Term Facilities,IVR A4 (Assigned),Nil,Rs. 15.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-JKV-Infracon-31dec2024.pdf,infomerics_2024-12-30_2025-01-13.csv
Panyam Cements and Minerals Industries Limited,Long Term Bank Facilities,IVR BB (Upgraded),Stable,Rs. 140.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Panyam-Cement-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Panyam Cements and Minerals Industries Limited,Short Term Bank Facilities,IVR A4 (Reaffirmed),Nil,Rs. 20.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Panyam-Cement-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Premier Cables & Conductors Private Limited,Long Term Bank Facilities,IVR B (INC) (Downgraded),Negative,Rs. 7.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Premier-Cables-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Premier Cables & Conductors Private Limited,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),Nil,Rs. 18.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Premier-Cables-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Rayalaseema Steel Re Rolling Mills Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),Negative,Rs. 45.75 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/pr-Rayalaseema-Steel-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Rayalaseema Steel Re Rolling Mills Private Limited,Short Term Bank Facility,IVR A4 (INC)(Reaffirmed),Nil,Rs. 3.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/pr-Rayalaseema-Steel-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Shri Sourab Sagar Trading Company Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 145.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Shri-Sourab-Sagar-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Shri Sourab Sagar Trading Company Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 5.00 Cr.,"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Shri-Sourab-Sagar-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Tirupati Conductors Private Limited,Long Term Bank Facilities,IVR B (INC) (Downgraded),Negative,Rs. 18.00 Cr. (including proposed limit of Rs. 5.00 crore),"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Tirupati-Conductors-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Tirupati Conductors Private Limited,Short Term Bank Facilities,IVR A4 (INC) (Reaffirmed),Nil,Rs. 12.00 Cr. (including proposed limit of Rs. 5.00 crore),"Dec 31, 2024",https://www.infomerics.com/admin/uploads/Pr-Tirupati-Conductors-31dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Aerial Telecom Solutions Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 90.34 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-Aerial-Telecom-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Aerial Telecom Solutions Private Limited,Short Term Bank Facility,IVR A3+ (Upgraded),Nil,Rs. 10.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-Aerial-Telecom-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
AFG Combustion Private Limited (formerly Airoil Flaragas Private Limited),Long Term Bank Facilities (Cash Credit),IVR BB- (INC)(Downgraded),Negative,Rs. 25.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Airoil-Flaregas-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
AFG Combustion Private Limited (formerly Airoil Flaragas Private Limited),Long Term Bank Facilities (GECL),IVR BB- (INC)(Downgraded),Negative,Rs. 2.50 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Airoil-Flaregas-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
AFG Combustion Private Limited (formerly Airoil Flaragas Private Limited),Long Term Bank Facilities (Bank Guarantee),IVR BB- (INC)(Downgraded),Negative,Rs. 64.50 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Airoil-Flaregas-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
AFG Combustion Private Limited (formerly Airoil Flaragas Private Limited),Short Term Bank Facilities (Inland Letter of Credit/ Foreign Letter of Credit),IVR A4+ (INC)(Upgraded),Nil,Rs. 11.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Airoil-Flaregas-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
ECAP Equities Limited,Proposed Commercial Paper (CPs),IVR A1+,Nil,Rs. 900.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-ECAP-Equities-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
ECL Finance Limited,Proposed Commercial Paper (CPs),IVR A1+,Nil,Rs. 400.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-ECL-Finance-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
EDEL Finance Company Limited,Proposed Commercial Paper (CPs),IVR A1+,Nil,Rs. 900.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-EDEL-Finance-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Edelweiss Alternative Asset Advisors Limited,Proposed Commercial Paper (CPs),IVR A1+,Nil,Rs. 300.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Edelweiss-Alternative-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Edelweiss Financial Services Limited,Proposed Commercial Paper (CPs),IVR A1+,Nil,Rs. 900.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Edelweiss-FinancialServices-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Edelweiss Rural & Corporate Services Limited,Proposed Commercial Paper (CPs),IVR A1+,Nil,Rs. 600.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Edelweiss-Rural-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Elica Vitrified Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 31.14 Cr. (Enhanced from Rs. 11.22 Cr.),"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-Elica-Vitrified-30dec2024.pdf,infomerics_2024-12-30_2025-01-13.csv
Elica Vitrified Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 4.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-Elica-Vitrified-30dec2024.pdf,infomerics_2024-12-30_2025-01-13.csv
I Ahmed & Company (Cold storage & Exports) Private Limited,Long/Short Term Bank Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),Negative/-,Rs. 100.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-IAhmed-Company-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Jagruti Sugar & Allied Industries Limited,Long Term Bank Facilities,IVR BB+ (Downgraded),Stable,Rs. 240.20 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Jagruti-Sugar-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Kailash Kraft Paper LLP,Proposed Long Term Bank Facility - Term Loan,IVR C+ (INC)(Downgraded),Negative,Rs. 8.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-KailashKraft-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Kailash Kraft Paper LLP,Proposed Long Term Bank Facility - Cash Credit,IVR C+ (INC)(Downgraded),Negative,Rs. 3.75 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-KailashKraft-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Kailash Kraft Paper LLP,Proposed Short Term Bank Facility - Bank Guarantee,IVR A4 (INC)(Reaffirmed),Nil,Rs. 0.60 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-KailashKraft-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Nova Textiles Private Limited,Long Term Bank Facilities,IVR BBB- (INC)(Reaffirmed),Negative,Rs. 5.53 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Nova-Textiles-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Nova Textiles Private Limited,Short Term Bank Facilities,IVR A3 (INC)(Reaffirmed),Nil,Rs. 50.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Nova-Textiles-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
P. Venkata Ramanaiah Engineers and Contractors Private Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 55.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-PVenkata-Ramanaiah-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
P. Venkata Ramanaiah Engineers and Contractors Private Limited,Long Term / Short Term Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 85.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-PVenkata-Ramanaiah-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Ramest Ceramic LLP,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 43.51 Cr. (Reduced from Rs. 53.99 Cr.),"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-RamestCeramic-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Ramest Ceramic LLP,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 5.50 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-RamestCeramic-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Ramest Granito LLP,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 34.50 Cr. (Enhanced from Rs. 33.63 Cr.),"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-RamestGranito-30dec2024.pdf,infomerics_2024-12-30_2025-01-13.csv
Ramest Granito LLP,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 5.25 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-RamestGranito-30dec2024.pdf,infomerics_2024-12-30_2025-01-13.csv
Srinivas Infrastructure Private Limited,Long-term Fund Based Facilities - Cash Credit,IVR B+ (INC)(Downgraded),Negative,Rs. 7.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Srinivas-Infrastructure-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Srinivas Infrastructure Private Limited,Short Term Non-Fund Based Limit - Bank Guarantee,IVR A4 (INC)(Reaffirmed),Nil,Rs. 10.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-Srinivas-Infrastructure-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
TC Terrytex Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 188.04 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-T-C-Terrytex-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
TC Terrytex Limited,Short Term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 31.54 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/Pr-T-C-Terrytex-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
UHPFRC Nagpur LLP,Long Term Bank Facilities - Proposed Term loan,IVR BBB- (Assigned),Stable,Rs. 24.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-UHPFRC-Nagpur-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
UHPFRC Nagpur LLP,Long Term Bank Facilities - Proposed Cash Credit,IVR BBB- (Assigned),Stable,Rs. 6.00 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-UHPFRC-Nagpur-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Value Plus Retail Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 54.85 Cr.,"Dec 30, 2024",https://www.infomerics.com/admin/uploads/pr-ValuePlus-Retail-30dec24.pdf,infomerics_2024-12-30_2025-01-13.csv
Akme Fintrade (India) Limited,Long Term Fund Based Bank Facilities - Term Loan,IVR BBB+ (Reaffirmed),Stable,Rs. 37.87 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Akme-Fintrade-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Akme Fintrade (India) Limited,Long Term Fund Based Bank Facilities - Cash Credit,IVR BBB+ (Reaffirmed),Stable,Rs. 4.00 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Akme-Fintrade-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Akme Fintrade (India) Limited,Long Term Proposed Fund Based Bank Facilities - Term Loan,IVR BBB+ (Reaffirmed),Stable,Rs. 68.13 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Akme-Fintrade-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Akme Fintrade (India) Limited,Proposed Non - Convertible Debentures (NCDs),IVR BBB+ (Assigned),Stable,Rs. 50.00 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Akme-Fintrade-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Ananya Finance for Inclusive Growth Private Limited,Non-Convertible Debentures (Promising Lenders Fund) - INE774L07032,IVR BBB- (Downgraded),Negative,Rs. 22.00 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-AFIGPL-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Ananya Finance for Inclusive Growth Private Limited,Non-Convertible Debentures (Vivriti Samarth Bond Fund) - INE774L07057,IVR BBB- (Downgraded),Negative,Rs. 10.00 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-AFIGPL-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Ananya Finance for Inclusive Growth Private Limited,Non-Convertible Debentures (UTI International Wealth Creator 4) - INE774L07040,IVR BBB- (Downgraded),Negative,Rs. 22.50 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-AFIGPL-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Ankoor Distilleries Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 335.00 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-ankoor-distilleries-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
AYB Buildcon LLP,Long Term Bank Facility,Withdrawn,Nil,0.00 (Previously Rs. 138.50 Crore),"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-AYB-Buildcon-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
First Global Services Private Limited (Erstwhile Orion Security Solutions Private Limited),Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 40.00 Cr. (including proposed limit of Rs. 15.00 crore),"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-first-globalservices-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
First Global Services Private Limited (Erstwhile Orion Security Solutions Private Limited),Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 60.00 Cr. (reduced from Rs. 80.00 Crore) (including proposed limit of Rs. 30.00 Crore),"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-first-globalservices-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
IFF India Frozen Foods Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 90.00 Cr. (includes proposed facility of Rs. 30.00 Cr),"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-IFFIndia-FrozenFoods-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Jainam Broking Limited (Erstwhile Jainam Share Consultants Private Limited),Proposed Non-Convertible Debentures (NCDs),Withdrawn,Nil,-,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-jainam-broking-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
JMJ Beach Resorts Private Limited,Long Term Bank Facilities - Proposed,IVR BBB- (Assigned),Stable,Rs. 100.00 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/rev-jmj-beach-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Lucid Colloids Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed),Stable,Rs. 10.00 Cr. (reduced from Rs.15.00 Cr.),"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-lucid-colloids-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Lucid Colloids Limited,Short Term Bank Facilities,IVR A4+ (Reaffirmed),Nil,Rs. 82.50 Cr. (enhanced from Rs.78.50 Cr.),"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-lucid-colloids-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Lucid Colloids Limited,Long Term/Short Term Bank Facilities,IVR BB+/IVR A4+; (Reaffirmed),Stable/-,Rs. 14.00 Cr. (enhanced from Rs.13.00 Cr.),"Jan 28, 2025",https://www.infomerics.com/admin/uploads/pr-lucid-colloids-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Maxwell Projects Private Limited,Long Term Bank Facilities,IVR BB (Assigned),Stable,Rs. 2.00 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Maxwell-Project-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
Maxwell Projects Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),Nil,Rs. 10.00 Cr.,"Jan 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Maxwell-Project-28jan25.pdf,infomerics_2025-01-14_2025-01-28.csv
