Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL,source_file
Atvantic Finechem Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 168.65 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Atvantic-Finechem-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Atvantic Finechem Private Limited,Short Term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 16.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Atvantic-Finechem-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Findoc Investmart Private Limited,Long Term Bank Facilities,IVR BBB+,Rating Watch with Developing Implications,Rs. 125.00 Cr. (Enhanced from Rs.85.00 Cr.),"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Findoc-Investmart-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Findoc Investmart Private Limited,Short Term Bank Facilities,IVR A2,Rating Watch with Developing Implications,Rs. 310.00 Cr. (Enhanced from Rs.140.00 Cr.),"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Findoc-Investmart-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Findoc Investmart Private Limited,Short Term Bank Facilities (Proposed),IVR A2,Rating Watch with Developing Implications,Rs. 75.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Findoc-Investmart-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Finwizard Technology Private Limited,Short Term Facilities - Commercial Paper,IVR A4+ (Downgraded),Rating Watch with Developing Implications,Rs. 20.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Finwizard-Technology-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
India Home Loans Limited,Long Term Fund Based Bank Facilities - Term Loan,IVR D (INC)(Reaffirmed),Nil,Rs. 46.97 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Rev-pr-IndiaHomeLoan-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
India Home Loans Limited,Non-Convertible Debenture,IVR D (INC)(Reaffirmed),Nil,Rs. 18.45 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Rev-pr-IndiaHomeLoan-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Jainam Broking Limited (Erstwhile Jainam Share Consultants Private Limited),Proposed Non-Convertible Debentures (NCDs),IVR A-,Rating Watch with Developing Implications,Rs. 1000.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Jainam-Broking-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Bank Guarantee,IVR BBB/ IVR A3+,Rating Watch with Developing Implications,Rs. 140.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Proposed Bank Guarantee,IVR BBB/ IVR A3+,Rating Watch with Developing Implications,Rs. 210.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Chandarana Intermediaries Brokers Private Limited,Fund Based Long Term Bank Facilities - Term Loan,IVR BBB,Rating Watch with Developing Implications,Rs. 180.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Chandarana Intermediaries Brokers Private Limited,Non-Fund Based Long Term/Short Term Bank Facilities - Bank Guarantee,IVR BBB/ IVR A3+,Rating Watch with Developing Implications,Rs. 320.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Chandarana Intermediaries Brokers Private Limited,Proposed non-convertible debentures,IVR BBB,Rating Watch with Developing Implications,Rs. 50.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Chandarana-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Long term/Short term bank facility - Overdraft/CC/WCDL,IVR A/ IVR A1,Rating Watch with Developing Implications,Rs. 130.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Short term bank facility - Bank Guarantee,IVR A1,Rating Watch with Developing Implications,"Rs. 2,594.00 Cr.","Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Short term bank facility - WCDL,IVR A1,Rating Watch with Developing Implications,Rs. 80.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Proposed Short term loans,IVR A1,Rating Watch with Developing Implications,Rs. 82.50 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 150.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 138.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Proposed Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 2.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 110.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Marwadi Shares & Finance Limited,Non-Convertible Debentures (NCDs),IVR A,Rating Watch with Developing Implications,Rs. 100.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Marwadi-Shares-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Narayani Pipes & Tubes Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 29.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-NarayaniPipes-Tubes-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Narayani Pipes & Tubes Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 1.00 Cr. (includes proposed limit of Rs. 1.00 Cr),"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-NarayaniPipes-Tubes-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
PMI Electro Mobility Solutions Private Limited,Long Term Bank Facilities,IVR BBB- (Withdrawn) (Upgraded),Stable,Rs. 22.50 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-PMI-Electro-Mobility-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
PMI Electro Mobility Solutions Private Limited,Short Term Bank Facilities,IVR A3 (Withdrawn) (Upgraded),Nil,Rs. 138.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-PMI-Electro-Mobility-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Share India Securities Limited,Proposed Commercial Paper Programme,IVR A1+,Rating Watch with Developing Implications,Rs. 200.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Share-India-Securities-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Share India Securities Limited,Short term - non-fund based limit - Bank Guarantee,IVR A1+,Rating Watch with Developing Implications,Rs. 1513.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Share-India-Securities-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Share India Securities Limited,Proposed Short term - non-fund based limit,IVR A1+,Rating Watch with Developing Implications,Rs. 87.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/Pr-Share-India-Securities-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Suresh Rathi Securities Private Limited,Fund Based - Long Term Bank Facilities,IVR BBB-,Rating Watch with Developing Implications,Rs. 9.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-SureshRathi-Securities-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Suresh Rathi Securities Private Limited,Proposed Fund Based - Long Term Bank Facilities,IVR BBB-,Rating Watch with Developing Implications,Rs. 25.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-SureshRathi-Securities-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Suresh Rathi Securities Private Limited,Non-Fund Based - Short Term Bank Facilities,IVR A3,Rating Watch with Developing Implications,Rs. 75.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-SureshRathi-Securities-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Sustainable Agro-Commercial Finance Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 130.90 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Sustainable-AgroCommercial-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Sustainable Agro-Commercial Finance Limited,Proposed Term Loans / Proposed NCD,IVR D (INC)(Reaffirmed),Nil,Rs. 69.10 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Sustainable-AgroCommercial-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Turtle Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 130.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Turtle-Limited-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Turtle Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 8.00 Cr.,"Oct 15, 2024",https://www.infomerics.com/admin/uploads/pr-Turtle-Limited-15oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Adani Estate Management Private Limited,Long Term Bank Facility,IVR A- (Assigned),Stable,Rs. 50.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-AEMPL-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Adani Estate Management Private Limited,Short Term Bank Facility,IVR A2+ (Assigned),Nil,Rs. 5.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-AEMPL-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Aerial Telecom Solutions Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 90.34 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-Aerial-Telecom-14oct2024.pdf,infomerics_2024-10-01_2024-10-15.csv
Aerial Telecom Solutions Private Limited,Short Term Bank Facility,IVR A3 (Assigned),Nil,Rs. 10.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-Aerial-Telecom-14oct2024.pdf,infomerics_2024-10-01_2024-10-15.csv
Agroh Kodinar Veraval Highways Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),Negative,Rs. 100.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-AgrohKodinar-Veraval-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Best Capital Services Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 98.61 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-BestCapitalServices-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Best Capital Services Limited,Long Term Bank Facilities - Proposed,IVR BBB (Reaffirmed),Stable,Rs. 51.39 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-BestCapitalServices-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Indian Acrylics Limited,Long Term Bank Facilities,IVR D (INC) (Reaffirmed),Nil,Rs. 112.45 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-Indian-Acrylics-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Indian Acrylics Limited,Short Term Bank Facilities,IVR D (INC) (Reaffirmed),Nil,Rs. 154.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-Indian-Acrylics-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Jailaxmi Casting & Alloys Private Limited,Long Term Facilities,IVR BBB (Reaffirmed),Stable,Rs. 55.00 Cr. (Enhanced from Rs. 50.00 crore),"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-Jailaxmi-Casting-14oct2024.pdf,infomerics_2024-10-01_2024-10-15.csv
Katyayini Paper Mills Private Limited,Long Term Bank Facility,IVR BBB- (Assigned),Stable,Rs. 55.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-Katyayini-Paper-14oct2024_.pdf,infomerics_2024-10-01_2024-10-15.csv
Katyayini Paper Mills Private Limited,Short Term Bank Facility,IVR A3 (Assigned),Nil,Rs. 20.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-Katyayini-Paper-14oct2024_.pdf,infomerics_2024-10-01_2024-10-15.csv
MEP Longjian CLR Private Limited,Long Term Bank Facilities,IVR C+ (INC) (Downgraded),Negative,Rs. 70.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/PR-MEP-CLR-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
MEP Longjian CLR Private Limited,Long Term Bank Facilities - Proposed,IVR C+ (INC) (Downgraded),Negative,Rs. 480.05 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/PR-MEP-CLR-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
MEP Longjian Loha Waranga Road Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),Negative,Rs. 73.66 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-MEP-LWRPL-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
MEP Longjian Loha Waranga Road Private Limited,Long Term Bank Facilities - Proposed,IVR C+ (INC)(Downgraded),Negative,Rs. 515.09 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-MEP-LWRPL-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
MEP Longjian VTR Private Limited,Long Term Bank Facilities - Proposed,IVR C+ (INC) (Downgraded),Negative,Rs. 646.93 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/PR-MEP-VTR-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Purbanchal Concast Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 91.60 Cr. (reduced from Rs. 108.67 Cr.),"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-Purbanchal-Concast-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Purbanchal Concast Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 7.14 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-Purbanchal-Concast-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Raj Corporation Limited,Long Term Bank Facilities,IVR A- (Reaffirmed),Negative,Rs. 254.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-Raj-Corporation-14oct2024.pdf,infomerics_2024-10-01_2024-10-15.csv
Raj Corporation Limited,Short Term Bank Facilities,IVR A2+ (Reaffirmed),Nil,Rs. 282.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-Raj-Corporation-14oct2024.pdf,infomerics_2024-10-01_2024-10-15.csv
RCL SPN Highways Private Limited,Long Term Bank Facility,IVR BBB (Assigned),Stable,Rs. 241.73 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-RCL-SPN-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
RCL SPN Highways Private Limited,Short Term Bank Facility,IVR A3+ (Assigned),Nil,Rs. 27.04 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-RCL-SPN-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Shri Anant Syntex Limited,Long Term Facilities,IVR BBB- (Assigned),Stable,Rs. 108.24 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-ShriAnant-Syntex-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Shri Anant Syntex Limited,Short Term Facilities,IVR A3 (Assigned),Nil,Rs. 1.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-ShriAnant-Syntex-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
SPG Infraprojects Private Limited,Long Term Bank Facilities,IVR BB (INC) (Downgraded),Negative,Rs. 49.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-SPG-Infraprojects-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
SPG Infraprojects Private Limited,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),Nil,Rs. 3.00 Cr.,"Oct 14, 2024",https://www.infomerics.com/admin/uploads/Pr-SPG-Infraprojects-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
The Maitri Metals Private Limited,Long Term Facilities,IVR BBB- (Upgraded),Stable,Rs. 46.79 Cr. (enhanced from Rs.41.80 Cr.),"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-TheMaitri-Metals-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
The Maitri Metals Private Limited,Short Term Facilities,IVR A3 (Upgraded),Nil,Rs. 21.00 Cr. (enhanced from Rs. 0.10 Cr.),"Oct 14, 2024",https://www.infomerics.com/admin/uploads/pr-TheMaitri-Metals-14oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
BCL Industries Limited,Long term Bank Facilities,IVR A+ (Reaffirmed),Rating Watch with Developing Implications,Rs. 115.72 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-BCL-Industries-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
BCL Industries Limited,Long term Bank Facilities - Cash Credit,IVR A+ (Reaffirmed),Rating Watch with Developing Implications,Rs. 200.00 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-BCL-Industries-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
BCL Industries Limited,Short term Bank Facilities,IVR A1+ (Reaffirmed),Nil,Rs. 95.00 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-BCL-Industries-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Melco India Private Limited,Long Term Bank Facilities,IVR BB+ (INC) (Downgraded),Negative,Rs. 10.00 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Melco-India-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Melco India Private Limited,Short Term Bank Facilities,IVR A4+ (INC) (Downgraded),Nil,Rs. 85.00 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Melco-India-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Mohite Industries Limited,Long Term Bank Facilities,IVR BB (INC) (Downgraded),Negative,Rs. 86.15 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Mohite-Industries-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Mohite Industries Limited,Short Term Bank Facilities,IVR A4 (INC) (Downgraded),Nil,Rs. 2.00 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Mohite-Industries-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Sara Textiles Limited,Long term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 151.05 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Sara-Textiles-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Sara Textiles Limited,Short Term bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 20.00 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Sara-Textiles-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Turnrest Resources Private Limited,Long Term Facilities,IVR BB (INC) (Downgraded),Negative,Rs. 68.00 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Turnrest-Resources-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Turnrest Resources Private Limited,Short Term Facilities,IVR A4 (INC) (Downgraded),Nil,Rs. 184.00 Cr.,"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Turnrest-Resources-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Val met Engineering Private Limited,Long Term Bank Facilities- Fund Based,Withdrawn,Nil,Rs. 0.00 Cr. (Previous rated amount Rs. 8.90 crore),"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Val-met-Engineering-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Val met Engineering Private Limited,Long Term Bank Facilities- Non-Fund Based,Withdrawn,Nil,Rs. 0.00 Cr. (Previous rated amount Rs. 25.20 crore),"Oct 10, 2024",https://www.infomerics.com/admin/uploads/Pr-Val-met-Engineering-10oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Aavanti Renewable Energy Private Limited,Long Term Bank Facilities,Withdrawn,Nil,Rs. 0.00 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Aavanti-Renewable-Energy-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Aavanti Solar Energy Private Limited,Long Term Bank Facilities,Withdrawn,Nil,Rs. 0.00 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/PR-Aavanti-Solar-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Fitex Industries Limited,Long Term Bank Facilities,IVR BB (Assigned),Stable,Rs. 22.82 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Fitex-Industries-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Fitex Industries Limited,Short Term Bank Facilities,IVR A4 (Assigned),Nil,Rs. 17.18 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Fitex-Industries-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Mayfair Renewable Energy (India) Private Limited,Long Term Bank Facilities,Withdrawn,Nil,Rs. 0.00 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/PR-Mayfair-Renewable-Energy-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Neptune Ispat Private Limited,Long-term Bank Facilities,IVR BBB (Assigned),Stable,Rs 45.37 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Neptune-Ispat-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Neptune Ispat Private Limited,Short-term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 4.50 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Neptune-Ispat-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Prasad and Company (Project Works) Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 35.00 Cr. (including proposed limit of Rs. 10.00 Cr.),"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Prasad-and-Company-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Prasad and Company (Project Works) Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 253.00 Cr. (including proposed limit of Rs. 97.66 Cr.),"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Prasad-and-Company-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Ratnamani Buildspace LLP,Long Term Bank Facility,IVR BBB- (Assigned),Stable,Rs. 80.00 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Ratnamani-Buildspace-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Shreesatya Metals & Alloys Private Limited,Long-Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 26.52 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Shreesatya-Metal-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Shreesatya Metals & Alloys Private Limited,Short-Term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 0.45 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Shreesatya-Metal-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Shreesatya Sponge & Power Private Limited,Long-term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 64.88 Cr. (reduced from Rs. 65.35 Cr.) (including proposed limit of Rs. 5.00 Cr.),"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Shreesatya-Sponge-Power-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Shreesatya Sponge & Power Private Limited,Short-term Bank Facilities,IVR A3+ (Upgraded),Nil,Rs. 0.65 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Shreesatya-Sponge-Power-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Shreesatya Steel & Power Private Limited,Long-term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 23.56 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Shreesatya-Steel-Power-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Shreesatya Steel & Power Private Limited,Short-term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 10.00 Cr.,"Oct 09, 2024",https://www.infomerics.com/admin/uploads/Pr-Shreesatya-Steel-Power-9oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Amanta Healthcare Limited,Long Term Bank Facilities,IVR BB+ (INC) (Downgraded),Negative,Rs. 38.25 Cr.,"Oct 08, 2024",https://www.infomerics.com/admin/uploads/Pr-Amanta-Healthcare-8oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Amanta Healthcare Limited,Short Term Bank Facilities,IVR A4+ (INC) (Downgraded),Nil,Rs. 11.75 Cr.,"Oct 08, 2024",https://www.infomerics.com/admin/uploads/Pr-Amanta-Healthcare-8oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Amanta Healthcare Limited,Fixed Deposits,IVR BB+ (INC) (Downgraded),Negative,Rs. 8.00 Cr.,"Oct 08, 2024",https://www.infomerics.com/admin/uploads/Pr-Amanta-Healthcare-8oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
Gainup Technotek Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 97.70 Cr.,"Oct 08, 2024",https://www.infomerics.com/admin/uploads/pr-gainup-technotek-8oct24.pdf,infomerics_2024-10-01_2024-10-15.csv
