Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Amanta Healthcare Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed and Withdrawn),Stable,Rs. 38.25 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-amanta-healthcare-13jan2025.pdf
Amanta Healthcare Limited,Short Term Bank Facilities,IVR A4+ (Reaffirmed and Withdrawn),Nil,Rs. 11.75 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-amanta-healthcare-13jan2025.pdf
Amanta Healthcare Limited,Fixed Deposits,IVR BB+ (Reaffirmed and Withdrawn),Stable,Rs. 8.00 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-amanta-healthcare-13jan2025.pdf
Dhara Motor Finance Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 191.6 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-DharaMotor-Finance-13jan25.pdf
Dhara Motor Finance Limited,Non-Convertible Debentures,IVR BBB (Reaffirmed),Stable,Rs. 6.668 Cr. (reduced from Rs. 7.66 Cr.),"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-DharaMotor-Finance-13jan25.pdf
Dhara Motor Finance Limited,Long term Bank Facilities - Proposed,IVR BBB (Reaffirmed),Stable,Rs. 88.40 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-DharaMotor-Finance-13jan25.pdf
Dhara Motor Finance Limited,Proposed Non-Convertible Debentures,IVR BBB (Reaffirmed),Stable,Rs. 13.332 Cr. (enhanced from Rs. 12.32 Cr.),"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-DharaMotor-Finance-13jan25.pdf
Gurudeo Exports Corporation Private Limited,Long Term Facilities-GECL,IVR BB (Reaffirmed),Stable,Rs. 4.37 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/Pr-Gurudeo-Exports-13jan25.pdf
Gurudeo Exports Corporation Private Limited,Long Term Facilities-GECL-Ext,IVR BB (Reaffirmed),Stable,Rs. 13.33 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/Pr-Gurudeo-Exports-13jan25.pdf
Gurudeo Exports Corporation Private Limited,Short Term Facilities-EPC,IVR A4 (Reaffirmed),Nil,Rs. 125.00 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/Pr-Gurudeo-Exports-13jan25.pdf
Gurudeo Exports Corporation Private Limited,Long Term Facilities-Cash credit,IVR BB (Reaffirmed),Stable,(Rs. 125.00 Cr.),"Jan 13, 2025",https://www.infomerics.com/admin/uploads/Pr-Gurudeo-Exports-13jan25.pdf
Gurudeo Exports Corporation Private Limited,Short Term facilities -Letter of Credit,IVR A4 (Reaffirmed),Nil,Rs. 25.00 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/Pr-Gurudeo-Exports-13jan25.pdf
Gurudeo Exports Corporation Private Limited,Short Term Facilities -Credit exposure Limits,IVR A4 (Reaffirmed),Nil,Rs. 3.00 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/Pr-Gurudeo-Exports-13jan25.pdf
Sponge Enterprises Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 26.69 Cr. (reduced from Rs. 28.81 Cr.),"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-Sponge-Enterprises-13jan25.pdf
Sponge Enterprises Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 114.80 Cr.,"Jan 13, 2025",https://www.infomerics.com/admin/uploads/pr-Sponge-Enterprises-13jan25.pdf
Asandas and Sons Private Limited,Long Term Instruments/ Facilities,IVR A- (Upgraded),Stable,Rs. 750.53 Cr. (enhanced from Rs. 566.34 Cr.),"Jan 10, 2025",https://www.infomerics.com/admin/uploads/pr-asandas-sons-10jan25.pdf
Asandas and Sons Private Limited,Short Term Instruments/ Facilities,IVR A2+ (Upgraded),Nil,Rs. 69.50 Cr. (enhanced from Rs. 61.00 Cr.),"Jan 10, 2025",https://www.infomerics.com/admin/uploads/pr-asandas-sons-10jan25.pdf
Asandas and Sons Private Limited,Long Term Facilities - Proposed,IVR A- (Assigned),Stable,Rs. 100.00 Cr.,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/pr-asandas-sons-10jan25.pdf
Classic Products Private Limited,Long Term Facilities,IVR BB+ (Assigned),Stable,Rs. 36.86 Cr.,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/pr-Classic-Products-10jan25.pdf
Deevyashakti India Private Limited (Erstwhile Deevya Shakti Paper Mills Private Limited),Long Term Facilities,IVR BBB+ (Downgraded),Stable,Rs. 57.00 Cr.,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Deevyashakti-India-10jan25.pdf
Deevyashakti India Private Limited (Erstwhile Deevya Shakti Paper Mills Private Limited),Short Term Facilities,IVR A2 (Downgraded),Nil,Rs. 3.42 Cr.,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Deevyashakti-India-10jan25.pdf
Hyfun Agrilink Private Limited,Long term Bank Facilities- Cash credit,IVR A- (Upgraded),Stable,Rs. 112.00 Cr. (enhanced from Rs. 95.00 Cr.),"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Hyfun-Agrilink-10jan25.pdf
Hyfun Agrilink Private Limited,Long term Bank Facilities- Term Loan,IVR A- (Assigned),Stable,Rs. 62.31 Cr.,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Hyfun-Agrilink-10jan25.pdf
Hyfun Agrilink Private Limited,Long term Bank Facilities- ECLGS,Withdrawn,Nil,0.00 (reduced from Rs. 4.43 Cr.),"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Hyfun-Agrilink-10jan25.pdf
Hyfun Agrilink Private Limited,Long term Bank Facilities- GECL,Withdrawn,Nil,0.00 (reduced from Rs. 6.04 Cr.),"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Hyfun-Agrilink-10jan25.pdf
Magnum Clothing Private Limited,Long Term Bank Facilities,IVR BB (Reaffirmed),Stable,Rs. 2.95 Cr.,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/pr-Magnum-Clothing-10jan25.pdf
Magnum Clothing Private Limited,Short Term Bank Facilities,IVR A4 (Reaffirmed),Nil,Rs. 39.75 Cr.,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/pr-Magnum-Clothing-10jan25.pdf
Mahajan Tyre Company,Long Term Bank Facilities,Withdrawn,Nil,Nil (Previous rated amount Rs.21.79 crore),"Jan 10, 2025",https://www.infomerics.com/admin/uploads/pr-Mahajan-TyreCompany-10jan25.pdf
Mahajan Tyre Company,Short Term Bank Facilities,Withdrawn,Nil,Nil (Previous rated amount Rs.5.26 crore),"Jan 10, 2025",https://www.infomerics.com/admin/uploads/pr-Mahajan-TyreCompany-10jan25.pdf
Megawin Switchgear Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 60.99 Cr. (reduced from Rs 75.99 crore),"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Megawin-Switchgear-10jan25.pdf
Megawin Switchgear Private Limited,Short Term Bank Facilities,Withdrawn,Nil,-,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Megawin-Switchgear-10jan25.pdf
Megawin Switchgear Private Limited,Long/Short Term Bank Facilities,IVR BBB-/ IVR A3 (Upgraded),Stable/-,Rs. 40.00 Cr.,"Jan 10, 2025",https://www.infomerics.com/admin/uploads/Pr-Megawin-Switchgear-10jan25.pdf
