Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Arya Tankers Private Limited (ATPL),Long Term Bank Facilities,IVR BBB+ (Reaffirmed),Stable,Rs. 205.28 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-AryaTankers-28mar25.pdf
Beohari Bansukli Pathways Private Limited,Long Term Facilities,IVR B- (INC)(Downgraded),Negative,Rs. 20.16 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-beohari-bansukhli-28mar25.pdf
Beohari Bansukli Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 18.20 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-beohari-bansukhli-28mar25.pdf
Boudh Distillery Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Rating Watch with Negative Implications,Rs. 96.76 Cr. (Reduced from Rs. 118.74 Crore and including proposed limit of Rs. 15.00 Crore),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-boudh-distillery-28mar25.pdf
C K Constructions India Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Reaffirmed),Negative,Rs. 6.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-ckcipl-28mar25.pdf
C K Constructions India Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 9.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-ckcipl-28mar25.pdf
DMR Builders Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 41.50 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-DMR-Builders-28mar25.pdf
DMR Builders Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),Nil,Rs. 3.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-DMR-Builders-28mar25.pdf
DMR Builders Private Limited,Long Term/ Short Term Bank Facilities,IVR BB+/IVR A4+; (INC)(Downgraded),Negative/-,Rs. 116.75 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-DMR-Builders-28mar25.pdf
Fortune Elastomers Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 50.00 Cr. (includes proposed facilities of Rs.1.55 Cr),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-FortuneElastomers-28mar25.pdf
Gem Ultra Private Limited,Long Term Bank Facilities,IVR D (Downgraded),Nil,Rs. 20.98 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-gem-ultra-28mar25.pdf
Gem Ultra Private Limited,Short Term Bank Facilities,IVR D (Downgraded),Nil,Rs. 15.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-gem-ultra-28mar25.pdf
Himalayan Agri Solutions Private Limited,Long Term Facilities,IVR BB- (Assigned),Stable,Rs. 175.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Himalayan-Agri-28mar25.pdf
IA Hydro Energy Private Limited,Long Term Facilities,IVR A+ (CE)(Upgraded),Stable,Rs. 193.04 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-IAHydro-Energy-28mar25.pdf
India Power Corporation Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Negative,Rs. 85.88 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-IndiaPower-Corporation-27mar25.pdf
India Power Corporation Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 5.64 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-IndiaPower-Corporation-27mar25.pdf
India Power Corporation Limited,Proposed Long Term/Short Term Bank Facilities,IVR BBB-/IVR A3; (Assigned),Negative/-,Rs. 0.48 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-IndiaPower-Corporation-27mar25.pdf
Integra Automation Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 100.00 Cr. (Including proposed limit of Rs. 2.01 crore),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Integra-Automation-28mar25.pdf
Maa Jay Chandi Multipurpose Cold Storage Private Limited,Long Term Facilities,IVR B- (INC)(Reaffirmed),Negative,Rs. 8.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-MaaJay-Chandi-28mar25.pdf
Nagreeka Exports Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 30.50 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-nagreeka-exports-28mar25.pdf
Nagreeka Exports Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 194.33 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-nagreeka-exports-28mar25.pdf
Nagreeka Exports Limited,Long Term / Short Term Bank Facilities - Proposed,IVR BBB-/IVR A3; (Assigned),Stable/-,Rs. 23.88 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-nagreeka-exports-28mar25.pdf
Nakoda Steelmet Engineering Private Limited,Long Term Bank Facilities,IVR BB (Assigned),Stable,Rs. 29.42 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-nakoda-steelmeteng-28mar25.pdf
Nakoda Steelmet Engineering Private Limited,Long Term Bank Facilities - Proposed,IVR BB (Assigned),Stable,Rs. 17.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-nakoda-steelmeteng-28mar25.pdf
Nakoda Steelmet Engineering Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),Nil,Rs. 2.50 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-nakoda-steelmeteng-28mar25.pdf
Nakoda Steelmet Engineering Private Limited,Short Term Bank Facilities - Proposed,IVR A4 (Assigned),Nil,Rs. 0.50 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-nakoda-steelmeteng-28mar25.pdf
Paransh Associates Private Limited,Proposed Non-Convertible Debentures (NCDs),IVR BB- (Assigned),Stable,Rs. 30.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-paransh-associates-28march25.pdf
Purbanchal Concast Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 91.60 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-purbanchal-concast-28mar25.pdf
Purbanchal Concast Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),Nil,Rs. 7.14 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-purbanchal-concast-28mar25.pdf
Rewa Pathways Private Limited (RPPL),Long Term Facilities,IVR B (INC)(Downgraded),Negative,Rs. 6.33 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Rewa-Pathways-28mar25.pdf
Sai Computers Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Positive,Rs. 19.60 Cr. (reduced from Rs. 22.10 Cr.),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-sai-computers-28mar25.pdf
Sai Computers Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 47.64 Cr. (enhanced from Rs. 43.00 Cr.),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-sai-computers-28mar25.pdf
Sampann Utpadan India Limited (SUIL) (Formerly Known as S.E.Power Limited),Long Term Bank facilities,IVR BB (Reaffirmed),Stable,Rs. 16.21 Cr. (Reduced from Rs. 16.66 Cr.),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-sampann-utpadan-28mar25.pdf
Sampann Utpadan India Limited (SUIL) (Formerly Known as S.E.Power Limited),Short Term Bank facilities,IVR A4 (Reaffirmed),Nil,Rs. 2.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-sampann-utpadan-28mar25.pdf
Shri Bajrang Alliance Limited,Long Term Facilities,IVR BBB,Stable,Rs. 25.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-Bajrang-Alliance-28mar25.pdf
Shri Bajrang Chemical Distillery LLP,Long Term Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 340.87 Cr. (enhanced from Rs.221.14 Crore),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-Bajrang-Chemical-28mar25.pdf
Shri Bajrang Chemical Distillery LLP,Short Term Facilities,IVR A3 (Assigned),Nil,Rs. 12.50 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-Bajrang-Chemical-28mar25.pdf
Shri Bajrang Power & Ispat Limited,Long Term Facilities,IVR A+ (Upgraded),Stable,Rs. 633.09 Cr. (reduced from Rs. 648.53 Crore),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-BajrangPower-Ispat-28mar25.pdf
Shri Bajrang Power & Ispat Limited,Short Term Facilities,IVR A1 (Reaffirmed),Nil,Rs. 975.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-BajrangPower-Ispat-28mar25.pdf
SMC Power Generation Limited,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),Stable,Rs. 887.00 Cr. (enhanced from Rs. 724.00 Cr. and includes proposed facility of Rs. 193.94 Cr.),"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-SMCPower-generation-28mar25.pdf
SMC Power Generation Limited,Short Term Bank Facilities,IVR A2 (Reaffirmed),Nil,Rs. 13.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-SMCPower-generation-28mar25.pdf
Somya Vehicle Solutions Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 51.30 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-SomyaVehicle-Solutions-28mar25.pdf
Somya Vehicles Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 96.50 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Somya-Vehicles-28mar25.pdf
Udit Baihar Lamta Private Limited,Long Term Facilities,IVR B- (INC)(Downgraded),Negative,Rs. 6.35 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-uditbaihar-lamta-28mar25.pdf
Udit Baihar Lamta Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 9.19 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/pr-uditbaihar-lamta-28mar25.pdf
Udit Pathways Private Limited,Long Term Facilities,IVR B (INC)(Downgraded),Negative,Rs. 1.00 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Udit-Pathways-28mar25.pdf
Udit Pathways Private Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 9.07 Cr.,"Mar 28, 2025",https://www.infomerics.com/admin/uploads/Pr-Udit-Pathways-28mar25.pdf
Alps Mining Services Private Limited,Long Term Bank Facilities,IVR BBB+ (Assigned),Stable,Rs. 319.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-alps-mining-27mar25.pdf
Alps Mining Services Private Limited,Short Term Bank Facilities,IVR A2 (Assigned),Nil,Rs. 71.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-alps-mining-27mar25.pdf
Arete Capital Service Private Limited (Erstwhile SPA Global Private Limited),Long Term Fund Based Bank Facility - Overdraft,IVR BBB+,Rating Watch with Developing Implications,Rs. 30.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-Arete-CapitalService-27mar25.pdf
Arete Securities Limited,Long Term Fund Based Bank Facility - Overdraft,IVR BBB+ (Reaffirmed),Stable,Rs. 60.00 Cr. (Reduced from Rs. 100.00 Crore),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-arete-securities-27mar25.pdf
Aurinko Energy Private Limited (AEPL),Long Term Bank Facility,IVR BBB (Reaffirmed),Stable,Rs. 32.44 Cr. (Reduced from Rs. 40.00 Crore),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-aurinko-energy-27mar25.pdf
Belgaum Sugars Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 475.94 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-belgaum-sugars-27mar25.pdf
Belgaum Sugars Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 4.60 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-belgaum-sugars-27mar25.pdf
Boulder Stone Mart Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),Stable,Rs. 2.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-boulder-stone-27mar25.pdf
Boulder Stone Mart Private Limited,Short Term Bank Facilities,IVR A4+ (Assigned),Nil,Rs. 48.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-boulder-stone-27mar25.pdf
Brizeal Realtors and Developers LLP,Long Term Bank Facility,IVR BBB+ (Reaffirmed),Stable,Rs. 78.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-brizeal-realtors-27mar25.pdf
Chandan Steel Limited,Long Term Bank Facilities,IVR A- (Reaffirmed),Positive,Rs. 27.00 Cr. (Reduced from Rs. 39.60 Cr.),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/PressRelease-CSL-27mar25.pdf
Chandan Steel Limited,Short Term Bank Facilities,IVR A2+ (Reaffirmed),Nil,Rs. 551.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/PressRelease-CSL-27mar25.pdf
Corporate Infotech Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 43.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-corporate-infotech-27mar25.pdf
Corporate Infotech Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 182.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-corporate-infotech-27mar25.pdf
DC Infotech and Communication Limited(DCI),Long Term Bank Facilities,IVR BBB- (Reaffirmed),Positive,Rs. 60.50 Cr. (Enhanced from Rs. 33.00 crore),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-DC-Infotech-27mar2025.pdf
DC Infotech and Communication Limited(DCI),Long Term Bank Facilities,Withdrawn,Nil,0.00 (Reduced from Rs. 9.00 crores),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-DC-Infotech-27mar2025.pdf
DC Infotech and Communication Limited(DCI),Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 33.50 Cr. (Reduced from Rs. 36.00 crore),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-DC-Infotech-27mar2025.pdf
DR N Sahewalla and Company Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 95.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-DRN-Sahewalla-27mar25.pdf
G.S. Developers and Contractors Private Limited,Long Term Bank Facilities,IVR BB- (Downgraded),Stable,Rs. 5.50 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-gs-developers-27marr25.pdf
G.S. Developers and Contractors Private Limited,Short Term Bank Facilities,IVR A4 (Reaffirmed),Nil,Rs. 12.14 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-gs-developers-27marr25.pdf
Hind Multi Services Private Limited,Long Term Bank Facility,IVR BBB+ (Assigned),Stable,Rs. 40.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-hind-multiservices-27mar25.pdf
Jubliant Hospitality Services Private Limited,Long Term Bank Facilities,IVR BBB+ (Assigned),Stable,Rs. 70.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Jubliant-Hospitality-27mar25.pdf
Jubliant Hospitality Services Private Limited,Short Term Bank Facilities,IVR A2 (Assigned),Nil,Rs. 10.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Jubliant-Hospitality-27mar25.pdf
Kalaignar TV Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 75.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-KalaignarTV-27mar25.pdf
Kusum Smelters Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 250.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-kusum-smelters-27mar25.pdf
Laxmikripa Steels & Power Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 30.00 Cr. (enhanced from Rs. 29.71 Cr.),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-laxmikripa-steels-27mar25.pdf
LNSK Green House Agro Products LLP,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 1.00 Cr. (reduced from Rs. 2.70 Crore),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-lnsk-greenhouse-27mar25.pdf
LNSK Green House Agro Products LLP,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 149.00 Cr. (increased from Rs. 102.30 Crore),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-lnsk-greenhouse-27mar25.pdf
Maple ODC Movers Private Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 6.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-MapleODC-movers-27mar25.pdf
Maple ODC Movers Private Limited,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 1.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-MapleODC-movers-27mar25.pdf
Maple ODC Movers Private Limited,Proposed Long Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 4.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-MapleODC-movers-27mar25.pdf
Maple ODC Movers Private Limited,Proposed Short Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 4.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-MapleODC-movers-27mar25.pdf
Multi Infrastructure & Engineering Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 15.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-multi-infrastructure-27mar25.pdf
Multi Infrastructure & Engineering Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 15.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-multi-infrastructure-27mar25.pdf
Parsvnath Estate Developers Private Limited,Non-Convertible Debentures,IVR D (Reaffirmed),Nil,Rs. 24.18 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-ParsvnathEstate-Developers-27mar25.pdf
Parsvnath Estate Developers Private Limited,Proposed NCDs,IVR D (Reaffirmed),Nil,Rs. 75.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-ParsvnathEstate-Developers-27mar25.pdf
Premium Lifestyle and Fashion India Private Limited,Long Term Fund-Based Bank Facilities,IVR BBB (Assigned),Stable,Rs. 131.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-Premium-Lifestyle-27mar25.pdf
Ranga Particle Board Industries Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 116.01 Cr. (increased from Rs. 101 Crore),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-rangaparticle-board-27mar25.pdf
Ranga Particle Board Industries Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 2.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-rangaparticle-board-27mar25.pdf
Sejal Shakti Realtors LLP,Long Term Bank Facility,IVR BBB+ (Reaffirmed),Stable,Rs. 335.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Sejal-Shakti-Realtors-27mar25.pdf
Shree Balaji Alumnicast Private Limited,Long Term Bank Facility,IVR BBB (Upgraded),Stable,Rs. 83.69 Cr. (reduced from Rs. 92.60 Cr.),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-ShreeBalaji-Alumnicast-27mar25.pdf
Shree Balaji Alumnicast Private Limited,Short Term Bank Facility,IVR A3+ (Upgraded),Nil,Rs. 115.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-ShreeBalaji-Alumnicast-27mar25.pdf
Shree Nestbuild Infra Private Limited,Long Term Facilities,IVR BB (Assigned),Stable,Rs. 46.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-shree-nestbuild-27mar25.pdf
Shree Tirupati Balajee FIBC Limited,Long-Term Bank Facilities,IVR A- (Upgraded),Stable,Rs. 75.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Shree-Tirupati-Balajee-27mar25.pdf
Shree Tirupati Balajee FIBC Limited,Long-Term Bank Facilities - Term Loan & GECL,Withdrawn,Nil,-,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Shree-Tirupati-Balajee-27mar25.pdf
Siddha Real Estate Development Private Limited,Long Term Bank Facility,IVR BBB+ (Reaffirmed),Stable,Rs. 60.00 Cr. (including proposed limit of Rs. 40.50 Crore),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-Siddha-RealEstate-27mar25.pdf
Tirupati Minerals Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 30.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-tirupati-minerals-27mar25.pdf
Tirupati Minerals Private Limited,Long Term Bank Facilities - Proposed,IVR BB+ (INC)(Downgraded),Negative,Rs. 30.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-tirupati-minerals-27mar25.pdf
Vajrateja Rice Cluster Private Limited,Long Term Facilities,IVR BB+ (Assigned),Stable,Rs. 199.04 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-vajrateja-rice-27mar25.pdf
Vajrateja Rice Cluster Private Limited,Short Term Facilities,IVR A4+ (Assigned),Nil,Rs. 5.52 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-vajrateja-rice-27mar25.pdf
Vazron Industries Private Limited,Long-term Bank Facilities,IVR BB+ (Assigned),Stable,Rs. 141.50 Cr. (including proposed limit of Rs. 22.50 Cr.),"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Vazron-Industries-27mar25.pdf
Vazron Industries Private Limited,Short-term Bank Facilities,IVR A4+ (Assigned),Nil,Rs. 1.26 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Vazron-Industries-27mar25.pdf
Worlds Window Wardha Infrastructure Private Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 50.00 Cr.,"Mar 27, 2025",https://www.infomerics.com/admin/uploads/pr-WWWIPL-27mar25.pdf
Andhra Pradesh Power Generation Corporation Limited,Long Term Bank Facilities,IVR C (Reaffirmed),Stable,Rs. 3735.93 Cr. (Enhanced from Rs. 3353.01 Crore),"Mar 26, 2025",https://www.infomerics.com/admin/uploads/pr-APGENCO-26mar25.pdf
Andhra Pradesh Power Generation Corporation Limited,Short Term Bank Facilities,IVR A4 (Reaffirmed),Nil,Rs. 300.00 Cr.,"Mar 26, 2025",https://www.infomerics.com/admin/uploads/pr-APGENCO-26mar25.pdf
Arcons Infrastructures & Constructions Private Limited (AICPL),Long Term Fund Based Bank Facilities - Cash Credit,IVR BBB (Reaffirmed),Stable,Rs. 80.00 Cr.,"Mar 26, 2025",https://www.infomerics.com/admin/uploads/pr-arcons-infrastructures-26mar25.pdf
Arcons Infrastructures & Constructions Private Limited (AICPL),Short Term Non-Fund Based Bank Facilities - Bank Guarantee,IVR A3+ (Reaffirmed),Nil,Rs. 156.00 Cr. (enhanced from Rs. 105.00 Cr),"Mar 26, 2025",https://www.infomerics.com/admin/uploads/pr-arcons-infrastructures-26mar25.pdf
Arcons Infrastructures & Constructions Private Limited (AICPL),Proposed Short Term Non-Fund Based Bank Facilities - Bank Guarantee,IVR A3+ (Assigned),Nil,Rs. 74.00 Cr.,"Mar 26, 2025",https://www.infomerics.com/admin/uploads/pr-arcons-infrastructures-26mar25.pdf
Aristo Securities Private Limited,Non-Convertible Debentures (NCDs),IVR BBB- (Reaffirmed),Stable,Rs. 95.00 Cr.,"Mar 26, 2025",https://www.infomerics.com/admin/uploads/Pr-Aristo-Securities-26mar25.pdf
Aristo Securities Private Limited,Fund Based Bank Facilities - Term Loan,IVR BBB- (Reaffirmed),Stable,Rs. 185.92 Cr.,"Mar 26, 2025",https://www.infomerics.com/admin/uploads/Pr-Aristo-Securities-26mar25.pdf
