Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Adani Estate Management Private Limited,Long Term Bank Facility,IVR A-,Stable,Rs. 50.00 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-AdaniEstate-Management-29nov24.pdf
Adani Estate Management Private Limited,Short Term Bank Facility,IVR A2+,Nil,Rs. 5.00 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-AdaniEstate-Management-29nov24.pdf
Adani Infrastructure Management Services Limited,Long Term Bank Facilities,IVR AA- (CE),Stable,Rs. 283.02 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/Pr-Adani-Infrastructure-29nov24.pdf
Adani Properties Private Limited,Short Term Bank Facilities,IVR A1+,Nil,Rs. 50.00 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Adani-Properties-29nov24.pdf
Aroma India Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 14.10 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Aroma-India-29nov24.pdf
Aroma India Private Limited,Short Term Bank Facility,IVR A3 (Upgraded),Nil,Rs. 0.40 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Aroma-India-29nov24.pdf
Atal Realtech Limited,Long Term Bank Facilities - Cash Credit,IVR BB (Upgraded),Stable,Rs. 10.50 Cr. (Reduced from Rs. 11.00 Cr.),"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Atal-Realtech-29nov2024.pdf
Atal Realtech Limited,Short Term Bank Facilities - Bank Guarantee,IVR A4 (Reaffirmed),Nil,Rs. 14.00 Cr. (Enhanced from Rs. 11.90 Cr.),"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Atal-Realtech-29nov2024.pdf
Cerebra Integrated Technologies Limited,Long Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 13.99 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Cerebra-Integrated-29nov24.pdf
Cerebra Integrated Technologies Limited,Short Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 15.00 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Cerebra-Integrated-29nov24.pdf
Cerebra Integrated Technologies Limited,Long Term/Short Term Bank Facilities,IVR D (INC)(Reaffirmed),Nil,Rs. 21.01 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Cerebra-Integrated-29nov24.pdf
G Rajam Chetty and Sons Jewellers LLP,Long Term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 20.00 Cr. (enhanced from Rs. 13 crore),"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-GRajam-Chetty-29nov24.pdf
G Rajam Chetty and Sons Jewellers LLP,Short Term Bank Facilities,Withdrawn,Nil,Nil (previous rated amount Rs. 4.00 Cr.),"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-GRajam-Chetty-29nov24.pdf
G Rajam Chetty and Sons Jewellers LLP,Long Term Bank Facilities (proposed),IVR BBB (Assigned),Stable,Rs. 5.00 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-GRajam-Chetty-29nov24.pdf
Genesis Institute of Medical Science Private Limited,Term Loans,Withdrawn,Nil,-,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/Pr-Genesis-Institute-29nov24.pdf
Genesis Institute of Medical Science Private Limited,GECL,Withdrawn,Nil,-,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/Pr-Genesis-Institute-29nov24.pdf
Genesis Institute of Medical Science Private Limited,Bank Guarantee,Withdrawn,Nil,-,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/Pr-Genesis-Institute-29nov24.pdf
Genesis Institute of Medical Science Private Limited,Equipment Finance Loan,Withdrawn,Nil,-,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/Pr-Genesis-Institute-29nov24.pdf
Genesis Institute of Medical Science Private Limited,Proposed Overdraft,Withdrawn,Nil,-,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/Pr-Genesis-Institute-29nov24.pdf
IIT-ians Pace Education Private Limited,Long Term Bank Facilities - Term Loan,IVR BB- (INC) (Downgraded),Negative,Rs. 14.04 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/Pr-IIT-ians-Pas-Edu-29nov24.pdf
IIT-ians Pace Education Private Limited,Long Term Bank Facilities - Dropline Overdraft,IVR BB- (INC) (Downgraded),Negative,Rs. 19.90 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/Pr-IIT-ians-Pas-Edu-29nov24.pdf
Krushna Cotex Private Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed),Stable,Rs. 178.21 Cr. (Enhanced from Rs. 129.21 Cr.),"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Krushna-Cotex-29nov24.pdf
Krushna Cotex Private Limited,Short Term Bank Facilities,IVR A4+ (Reaffirmed),Nil,Rs. 8.14 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Krushna-Cotex-29nov24.pdf
Leade Liquor Manufacturing Private Limited,Long Term Bank Facility,IVR BBB- (Upgraded),Stable,Rs. 6.00 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-Leade-Liquor-29nov24.pdf
Oaken Gold Bottling Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 4.65 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-OakenGold-Bottling-29nov24.pdf
Oaken Gold Bottling Private Limited,Short Term Bank Facility,IVR A3 (Assigned),Nil,Rs. 0.35 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-OakenGold-Bottling-29nov24.pdf
Prath Cotspin Private Limited,Long Term Bank Facilities,IVR BB (Reaffirmed),Stable,Rs. 47.00 Cr.,"Nov 29, 2024",https://www.infomerics.com/admin/uploads/pr-prath-cotspin-29nov24.pdf
