Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Aesthetic Stampings And Laminations Limited,Long Term Fund-Based Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 5.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-aesthetic-stampings-11feb25.pdf
Aesthetic Stampings And Laminations Limited,Short Term Non- Fund Based Bank Facilities,IVR A3 (Assigned),Nil,Rs. 15.00 Cr,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-aesthetic-stampings-11feb25.pdf
Anjanisutha Industries Private Limited,Long Term Bank Facilities,IVR BB (Assigned),Stable,Rs. 50.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-anjanisutha-industries-11feb25.pdf
Bedmutha Industries Limited,Long Term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 113.26 Cr. (Reduced from Rs.117.15 Crore),"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-bedmutha-industries-11feb25.pdf
Bedmutha Industries Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),Nil,Rs. 73.51 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-bedmutha-industries-11feb25.pdf
Black Diamond Motors Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded)(Withdrawn),Stable,Rs. 70.08 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-black-diamond-11feb25.pdf
Incredible Industries Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 31.00 Cr. (including proposed limit of Rs.4.77 Cr.),"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-incredible-industries-11feb25.pdf
Incredible Industries Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 14.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-incredible-industries-11feb25.pdf
Ocean Construction India Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),Negative,Rs. 15.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-OCIPL-11feb25.pdf
Ocean Construction India Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),Nil,Rs. 75.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-OCIPL-11feb25.pdf
Orange City Housing Finance Private Limited,Proposed Long Term Facilities - Term Loans,IVR BB (Assigned),Stable,Rs. 20.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-OrangeCity-HousingFinance-11feb25.pdf
Orange City Housing Finance Private Limited,Proposed Non-Convertible Debentures,IVR BB (Assigned),Stable,Rs. 10.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-OrangeCity-HousingFinance-11feb25.pdf
Raj Construction Company,Long Term Bank Facilities,IVR BB (INC)(Downgraded),Negative,Rs. 7.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-raj-construction-11feb25.pdf
Raj Construction Company,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),Nil,Rs. 40.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-raj-construction-11feb25.pdf
RKG Timbers Private Limited,Long Term Facilities,IVR BB (Assigned),Stable,Rs. 5.58 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/Pr-RKG-Timbers-11feb25.pdf
RKG Timbers Private Limited,Short Term Facilities,IVR A4+ (Assigned),Nil,Rs. 22.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/Pr-RKG-Timbers-11feb25.pdf
RKG Timbers Private Limited,Proposed Short Term,IVR A4+ (Assigned),Nil,Rs. 7.42 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/Pr-RKG-Timbers-11feb25.pdf
SJ Transformers LLP,Long Term Bank Facilities,IVR B+ (INC) (Downgraded),Negative,Rs. 3.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/Pr-SJ-Transformer-11feb25.pdf
SJ Transformers LLP,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 25.00 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/Pr-SJ-Transformer-11feb25.pdf
Tandhan Impex Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 15.80 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-tandhan-impex-11feb2025.pdf
Tandhan Impex Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 22.30 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/pr-tandhan-impex-11feb2025.pdf
UK Farmer Producer Company Limited,Long Term Facilities,IVR D (Downgraded),Nil,Rs. 29.20 Cr.,"Feb 11, 2025",https://www.infomerics.com/admin/uploads/Pr-UK-Farmer-Producer-11feb2025.pdf
Achiievers Finance India Limited,Non-Convertible Debentures,IVR BB+ (Reaffirmed),Positive,Rs. 12.74 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-achiievers-finance-10feb25.pdf
Achiievers Finance India Limited,Non-Convertible Debentures,IVR BB+ (Assigned),Positive,Rs. 1.48 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-achiievers-finance-10feb25.pdf
Achiievers Finance India Limited,Proposed Non-Convertible Debentures,IVR BB+ (Reaffirmed),Positive,Rs. 10.78 Cr. (Reduced from Rs. 12.26 Cr.),"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-achiievers-finance-10feb25.pdf
Al-Dua Food Processing Private Limited,Short Term Bank Facilities,IVR A2+ (Reaffirmed),Nil,Rs. 244.00 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-AlDua-foodprocessing-10feb25.pdf
Anamika Sugar Mills Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded and Withdrawn),Stable,Rs. 72.50 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-anamika-sugarmills-10feb25.pdf
Bindlas Duplux Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 65.96 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-bindlas-duplux-10feb25.pdf
Bindlas Duplux Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 21.40 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-bindlas-duplux-10feb25.pdf
BPR Infrastructure Private Limited,Long Term Facilities,IVR BBB (Upgraded),Stable,Rs. 40.00 Cr. (Increased from Rs.30.00 crore),"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-bpr-infrastructure-10feb25.pdf
BPR Infrastructure Private Limited,Short Term Facilities,IVR A3+ (Upgraded),Nil,Rs. 50.00 Cr. (Reduced from Rs.55.00 Crore),"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-bpr-infrastructure-10feb25.pdf
BPR Infrastructure Private Limited,Long Term Facilities,Withdrawn,Nil,- (reduced from Rs.1.84 Crore),"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-bpr-infrastructure-10feb25.pdf
Buttar Biofuels Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 1.00 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-buttar-biofuels-10feb25.pdf
Buttar Biofuels Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 34.00 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-buttar-biofuels-10feb25.pdf
I Ahmed & Company (Cold storage & Exports) Private Limited,Long Term / Short Term Facilities,IVR BBB-/IVR A3; (Upgraded),Stable/-,Rs. 125.00 Cr. (Enhanced from Rs. 100.00 Crore),"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-iahmedcompany-10feb25.pdf
Kapilansh Dhatu Udyog Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),Stable,Rs. 19.83 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-kapilansh-dhatu-udyog-10feb25.pdf
Kapilansh Dhatu Udyog Private Limited,Short Term Bank Facilities,IVR A4+ (Assigned),Nil,Rs. 5.00 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-kapilansh-dhatu-udyog-10feb25.pdf
Raksan Transformers Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 33.30 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-raksan-transformers-10feb25.pdf
Raksan Transformers Private Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),Nil,Rs. 20.50 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-raksan-transformers-10feb25.pdf
Sky Alloys and Power Limited,Long Term Bank Facilities,IVR A- (Reaffirmed)(Withdrawn),Stable,Rs. 153.04 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-sky-alloyspower-10feb25.pdf
Sky Alloys and Power Limited,Short Term Bank Facilities,IVR A2+ (Reaffirmed)(Withdrawn),Nil,Rs. 51.96 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-sky-alloyspower-10feb25.pdf
SRIAS Developers LLP,Proposed Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 140.00 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-srias-developers-10feb25.pdf
Vishwa Samudra Holdings Private Limited,Proposed Non-Convertible Debentures,IVR BBB+ (Assigned),Stable,Rs. 112.50 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-VishwaSamudra-Holdings-10feb25.pdf
Vishwa Samudra Holdings Private Limited,Long Term Bank Facility,IVR BBB+ (Assigned),Stable,Rs. 5.00 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-VishwaSamudra-Holdings-10feb25.pdf
Vishwa Samudra Holdings Private Limited,Short Term Bank Facility,IVR A2 (Assigned),Nil,Rs. 25.00 Cr.,"Feb 10, 2025",https://www.infomerics.com/admin/uploads/pr-VishwaSamudra-Holdings-10feb25.pdf
Clifton Export Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 11.70 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-clifton-export-7feb25.pdf
Clifton Export Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 66.15 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-clifton-export-7feb25.pdf
Hi-Tech Pipes Limited,Long Term Bank Facilities - Cash Credit,IVR A+ (Upgraded) (Withdrawn),Stable,Rs. 225.00 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Hi-Tech-Pipes7feb25.pdf
Hi-Tech Pipes Limited,Long Term Fund Based Bank Facilities - Term Loan,Withdrawn,Nil,0.00,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Hi-Tech-Pipes7feb25.pdf
Hi-Tech Pipes Limited,Long Term Fund Based Bank Facilities - GECL,Withdrawn,Nil,0.00,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Hi-Tech-Pipes7feb25.pdf
Hi-Tech Pipes Limited,Proposed Long Term Fund Based Bank Facilities,Withdrawn,Nil,0.00,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Hi-Tech-Pipes7feb25.pdf
Hi-Tech Pipes Limited,Short Term Non-Fund Based Bank Facilities - Bank Guarantee,IVR A1+ (Upgraded) (Withdrawn),Nil,Rs. 131.00 Cr. (enhanced from Rs. 101.00 Cr.),"Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Hi-Tech-Pipes7feb25.pdf
Hi-Tech Pipes Limited,Short Term Non-Fund Based Bank Facilities - Letter of Credit,IVR A1+ (Upgraded) (Withdrawn),Nil,Rs. 60.00 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Hi-Tech-Pipes7feb25.pdf
India Home Loans Limited,Long Term Bank Facilities - Term Loan,IVR D,Nil,Rs. 34.29 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/rev-pr-india-homeloan-7feb25.pdf
India Home Loans Limited,Non-Convertible Debenture,IVR D,Nil,Rs. 19.93 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/rev-pr-india-homeloan-7feb25.pdf
India Home Loans Limited,Long Term Bank Facilities - Dropline OD,Withdrawn,Nil,0.00,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/rev-pr-india-homeloan-7feb25.pdf
JK Sugars and Commodities Private Limited,Long Term Bank Facilities - Cash Credit,IVR BB+ (Assigned),Stable,Rs. 25.00 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-JKSugar-Commodities-7feb25.pdf
JK Sugars and Commodities Private Limited,Proposed Long Term Bank Facilities - Cash Credit,IVR BB+ (Assigned),Stable,Rs. 25.00 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-JKSugar-Commodities-7feb25.pdf
Karle Infra Private Limited,Long Term Facilities,IVR BBB+ (Reaffirmed),Stable,"Rs. 2,741.34 Cr. (Enhanced from Rs. 2056.72 crore)","Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Karle-Infra-7feb25.pdf
Rakshitam Ecofibre Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 57.28 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-rakshitam-ecofibre-7feb25.pdf
Rakshitam Ecofibre Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 1.30 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-rakshitam-ecofibre-7feb25.pdf
Rakshitam Ecofibre Private Limited,Long Term/Short Term Bank Facilities,IVR BBB-/IVR A3; (Assigned),Stable/-,Rs. 15.70 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-rakshitam-ecofibre-7feb25.pdf
Shree Agro Crop Sciences Private Limited,Long Term Facilities,IVR BB,Stable,Rs. 25.00 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-shreeagro-crop-7feb25.pdf
Southern Agrifurane Industries Private Limited,Long Term Bank Facilities,IVR BB+ (Reaffirmed),Stable,Rs. 45.00 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Southern-Agrifurane-7feb25.pdf
Southern Agrifurane Industries Private Limited,Long Term Bank Facilities - Proposed,IVR BB+ (Reaffirmed),Stable,Rs. 40.00 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/Pr-Southern-Agrifurane-7feb25.pdf
Vinni Chemicals Private Limited,Long Term Bank Facilities,IVR C+ (INC)(Downgraded),Negative,Rs. 8.37 Cr.,"Feb 07, 2025",https://www.infomerics.com/admin/uploads/pr-vinni-chemicals-7feb25.pdf
A B Polypacks Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 50.00 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-AB-Polypacks-6feb25.pdf
A B Polypacks Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 2.00 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-AB-Polypacks-6feb25.pdf
A1 Agri Global Limited (erstwhile A1 Agri Global Private Limited),Long Term Facilities,IVR BBB,Positive,Rs. 75.00 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/Pr-A1-Agri-Global-6feb25.pdf
AMR India Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 207.73 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-AMR-India-6feb25.pdf
AMR India Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 360.33 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-AMR-India-6feb25.pdf
Chemi Tech Engineers Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 107.35 Cr. (enhanced from Rs. 74.00 Cr.),"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-chemitech-engineers-6feb25.pdf
Chemi Tech Engineers Private Limited,Short Term Bank Facility,IVR A3 (Upgraded),Nil,Rs. 0.80 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-chemitech-engineers-6feb25.pdf
Himalayan Bio Organic Foods Private Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),Stable,Rs. 25.00 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-himalayan-bioorganic-6feb25.pdf
J P Sortex Private Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),Negative,Rs. 37.00 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-jp-sortex-6feb25.pdf
J P Sortex Private Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),Nil,(Rs.29.00 Cr.)(Rs.12.00 Cr.),"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-jp-sortex-6feb25.pdf
Nachiar Spinning Mills Private Limited,Long Term Facilities,IVR BB- (Assigned),Stable,Rs. 23.64 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/Pr-Nachiar-Spinning-6feb25.pdf
Nachiar Spinning Mills Private Limited,Short Term Facilities,IVR A4 (Assigned),Nil,Rs. 7.00 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/Pr-Nachiar-Spinning-6feb25.pdf
PSOVL Railone Private Limited,Long-term Bank Facilities,IVR BB+ (Upgraded),Positive,Rs. 10.00 Rs. (reduced from Rs. 25.00 Cr.),"Feb 06, 2025",https://www.infomerics.com/admin/uploads/Pr-PSOVL-Railone-6feb25.pdf
PSOVL Railone Private Limited,Short-term Bank Facilities,IVR A4+ (Upgraded),Nil,Rs. 290.00 (enhanced from Rs. 275.00 Cr.) (including proposed limit of Rs. 11.54 Cr.),"Feb 06, 2025",https://www.infomerics.com/admin/uploads/Pr-PSOVL-Railone-6feb25.pdf
S.V.C. Projects Private Limited,Long Term Bank Facilities,IVR BB+ (Upgraded),Stable,Rs. 82.87 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/Pr-SVC-Projects-6feb25.pdf
S.V.C. Projects Private Limited,Short Term Bank Facilities,IVR A4+ (Upgraded),Nil,Rs. 37.50 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/Pr-SVC-Projects-6feb25.pdf
Sagar Deposits and Advances Limited,Long Term Bank Facility,IVR BBB- (Reaffirmed),Stable,Rs. 18.24 Cr.,"Feb 06, 2025",https://www.infomerics.com/admin/uploads/pr-sagar-deposits-6feb25.pdf
