Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Rajshri Iron Industries Private Limited,Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),Negative,Rs. 35.00 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-rajshri-iron-28apr25.pdf
Rajshri Iron Industries Private Limited,Short Term Bank Facilities,IVR A3 (INC)(Downgraded),Nil,Rs. 0.72 Cr. (Including Proposed Limit of Rs. 0.12 Crore),"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-rajshri-iron-28apr25.pdf
Red Fort Capital Finance Company Private Limited,Proposed Non-Convertible Debentures,Withdrawn,Nil,- (reduced from Rs. 25.00 Crore),"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-RedFort-Capital-28apr25.pdf
Shree Ramdoot Ispat Private Limited,Long Term Bank Facilities,IVR BB (Assigned),Stable,Rs. 29.84 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-shreeramdoot-ispat-28apr25.pdf
Shree Ramdoot Rollers Private Limited,Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),Negative,Rs. 202.18 Cr. (Including Proposed Limit of Rs. 0.43 Crore),"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-ShreeRamdoot-Rollers-28apr25.pdf
Shree Ramdoot Rollers Private Limited,Short Term Bank Facilities,IVR A3 (INC)(Downgraded),Nil,Rs. 45.00 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-ShreeRamdoot-Rollers-28apr25.pdf
Singhvi Tradelink LLP,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),Negative,Rs. 0.83 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-singhvi-tradelink-28apr25.pdf
Singhvi Tradelink LLP,Long Term/Short Term Bank Facilities,IVR BB-/IVR A4; (INC)(Downgraded/Reaffirmed),Negative/-,Rs. 29.00 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-singhvi-tradelink-28apr25.pdf
Sree Shivmaya Industries LLP,Long Term Facilities,IVR BB (Assigned),Stable,Rs. 10.00 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-SreeShivmaya-Industries-28apr25.pdf
Sree Shivmaya Industries LLP,Short Term Facilities,IVR A4 (Assigned),Nil,Rs. 12.00 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-SreeShivmaya-Industries-28apr25.pdf
Sunil Sponge Private Limited,Long Term Bank Facilities,IVR BBB,Rating Watch with Developing Implications,Rs. 35.00 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-sunil-sponge-28apr25.pdf
Sunil Sponge Private Limited,Long Term / Short Term Bank Facilities,IVR BBB/IVR A3+,Rating Watch with Developing Implications,Rs. 15.00 Cr.,"Apr 28, 2025",https://www.infomerics.com/admin/uploads/pr-sunil-sponge-28apr25.pdf
Bahl Builders Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),Stable,Rs. 1.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-bahl-builders-25apr25.pdf
Bahl Builders Private Limited,Long Term / Short Term Bank Facilities,IVR BB+/IVR A4+; (Assigned),Stable/-,Rs. 30.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-bahl-builders-25apr25.pdf
Capri Global Capital Limited,Non-Convertible Debentures (NCDs),IVR AA (Reaffirmed),Positive,Rs. 150.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-capriglobal-capital-25apr25.pdf
Capri Global Capital Limited,Non-Convertible Debentures (NCDs),IVR AA (Reaffirmed),Positive,Rs. 20.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-capriglobal-capital-25apr25.pdf
Capri Global Capital Limited,Proposed Non-Convertible Debentures (NCDs),IVR AA (Reaffirmed),Positive,Rs. 130.00 Cr. (Reduced from Rs. 150.00 Cr.),"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-capriglobal-capital-25apr25.pdf
Capri Global Capital Limited,Long Term Bank Facilities - Term Loan,IVR AA (Reaffirmed),Positive,Rs. 6672.55 Cr. (Increased from Rs. 6444.42 Cr.),"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-capriglobal-capital-25apr25.pdf
Capri Global Capital Limited,Long term Bank Facilities - Proposed Term Loan,IVR AA (Reaffirmed),Positive,Rs. 842.45 Cr. (Decreased from Rs. 1145.58 Crore),"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-capriglobal-capital-25apr25.pdf
Capri Global Capital Limited,Long Term Bank Facilities - Cash Credit,IVR AA (Reaffirmed),Positive,Rs. 580.00 Cr. (Increased from Rs. 505.00 Cr.),"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-capriglobal-capital-25apr25.pdf
D G Land Developers Private Limited,Long Term Bank Facilities- Term Loan,IVR BB+ (INC)(Downgraded),Negative,Rs. 5.93 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/Pr-DG-Land-Developers-25apr25.pdf
D G Land Developers Private Limited,Proposed Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 50.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/Pr-DG-Land-Developers-25apr25.pdf
Fedora Sea Foods Private Limited,Long Term Fund Based Facilities - Term Loan,IVR BB+ (INC)(Downgraded),Negative,Rs. 6.80 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-fedora-seafoods-25apr25.pdf
Fedora Sea Foods Private Limited,Long Term Fund Based Facilities - Cash Credit,IVR BB+ (INC)(Downgraded),Negative,Rs. 40.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-fedora-seafoods-25apr25.pdf
Fedora Sea Foods Private Limited,Long Term Fund Based Facilities - PC/PCFC,IVR BB+ (INC)(Downgraded),Negative,Rs. 40.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-fedora-seafoods-25apr25.pdf
Fedora Sea Foods Private Limited,Short Term Fund Based Facilities - Post Shipment/ Pre-Post Shipment,IVR A4+ (INC)(Downgraded),Nil,Rs. 70.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-fedora-seafoods-25apr25.pdf
HES Infra Private Limited,Long Term Fund -Based Bank Facilities,IVR BBB (Assigned),Stable,Rs. 93.88 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/Pr-HES-Infra-25apr25.pdf
HES Infra Private Limited,Short Term Non - Fund - Based Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 765.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/Pr-HES-Infra-25apr25.pdf
HES Infra Private Limited,Short Term Non - Fund - Based Bank Facilities - Proposed,IVR A3+ (Assigned),Nil,Rs. 66.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/Pr-HES-Infra-25apr25.pdf
Sapphire Media Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 84.99 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-sapphire-media-25apr25.pdf
Sapphire Media Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 32.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-sapphire-media-25apr25.pdf
Starwing Developers Private Limited,Long Term Bank Facilities,IVR BB (INC)(Downgraded),Negative,Rs. 57.30 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-starwing-developers-25apr25.pdf
Starwing Developers Private Limited,Funded Interest Term Loan,IVR BB (INC)(Downgraded),Negative,Rs. 17.70 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-starwing-developers-25apr25.pdf
Starwing Real Estate Company,Long Term Bank Facilities,IVR BB (INC)(Downgraded),Negative,Rs. 130.00 Cr.,"Apr 25, 2025",https://www.infomerics.com/admin/uploads/pr-starwing-realestate-25apr25.pdf
Badri Cotsyn Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 71.60 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Badri-Cotsyn-24apr25.pdf
Badri Cotsyn Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 1.44 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Badri-Cotsyn-24apr25.pdf
Ganges Internationale Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 75.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Ganges-Internationale-24apr25.pdf
Ganges Internationale Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 150.05 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Ganges-Internationale-24apr25.pdf
JTL Industries Limited (Erstwhile JTL Infra Limited),Long Term Bank Facilities,IVR A,Rating Watch with Developing Implications,Rs. 111.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-JTL-Industries-24apr25.pdf
JTL Industries Limited (Erstwhile JTL Infra Limited),Short Term Bank Facilities,IVR A1,Rating Watch with Developing Implications,Rs. 48.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-JTL-Industries-24apr25.pdf
Krushi Infras India Private Limited,Long Term Instruments/Facilities,IVR B+ (Upgraded) (Withdrawn),Stable,Rs. 5.00 Cr. (Reduced from Rs. 17.49 crore),"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Krushi-Infras-24apr25.pdf
Krushi Infras India Private Limited,Short Term Instruments/Facilities,IVR A4 (Upgraded) (Withdrawn),Nil,Rs. 25.00 Cr. (Reduced from Rs. 30.50 crore),"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Krushi-Infras-24apr25.pdf
Madhya Pradesh Biofuel Private Limited,Long Term Bank Facility - Proposed,IVR BB- (Assigned),Stable,Rs. 96.44 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-madhyapradesh-biofuel-24apr25.pdf
Mangala Marine EXIM India Private Limited,Long Term Facilities,IVR BB- (Downgraded to IVR D and simultaneously reassigned),Stable,Rs. 13.62 Cr. (reduced from 18.86),"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Mangala-Marine-24apr25.pdf
Mangala Marine EXIM India Private Limited,Short Term Facilities,IVR A4 (Downgraded to IVR D and simultaneously reassigned),Nil,Rs. 122.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Mangala-Marine-24apr25.pdf
Mangala Marine EXIM India Private Limited,Short Term Facilities,Withdrawn,Nil,- (reduced from 23.60),"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Mangala-Marine-24apr25.pdf
Nagreeka Exports Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 58.86 Cr. (Enhanced from Rs. 30.50 Cr.),"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-nagreeka-exports-24apr25.pdf
Nagreeka Exports Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 194.33 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-nagreeka-exports-24apr25.pdf
Nagreeka Exports Limited,Long Term / Short Term Bank Facilities - Proposed,IVR BBB-/IVR A3; (Reaffirmed),Stable/-,Rs. 10.52 Cr. (Reduced from Rs. 23.88 Cr.),"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-nagreeka-exports-24apr25.pdf
Sanginimaitri Labs LLP,Long Term Facilities,IVR B+ (Assigned),Stable,Rs. 33.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-sanginimaitri-labs-24apr25.pdf
Shree Ramdev Metalex LLP (SRML),Long term fund-based facility - Cash Credit,IVR BBB- (Reaffirmed),Stable,Rs. 12.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Shree-Ramdev-Metalex-24apr25.pdf
Shree Ramdev Metalex LLP (SRML),Short term non-fund-based facility - Letter of Credit,IVR A3 (Reaffirmed),Nil,Rs. 12.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Shree-Ramdev-Metalex-24apr25.pdf
Shree Ramdev Metalex LLP (SRML),Long term/ Short term non-fund-based facility - Letter of Credit,IVR BBB-/ IVR A3 (Reaffirmed),Stable/-,Rs. 52.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Shree-Ramdev-Metalex-24apr25.pdf
Standard Infratech India Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 34.38 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-standard-infratech-24apr25.pdf
Standard Infratech India Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 121.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-standard-infratech-24apr25.pdf
Standard Infratech India Private Limited,Proposed Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 1.62 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-standard-infratech-24apr25.pdf
Vijai Construction India Private Limited,Long Term Facilities,IVR BBB+ (Assigned),Stable,Rs. 11.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-vijai-construction-24apr25.pdf
Vijai Construction India Private Limited,Short Term Facilities,IVR A2 (Assigned),Nil,Rs. 139.00 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-vijai-construction-24apr25.pdf
Vitthalrao Shinde Sahakari Sakhar Karkhana Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 207.31 Cr.,"Apr 24, 2025",https://www.infomerics.com/admin/uploads/pr-vitthalrao-shinde-24apr25.pdf
Global Mercantile Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),Negative,Rs. 25.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-global-mercantile-23apr25.pdf
Advance Infrastructure Private Limited,Long Term Bank Facilities,IVR BBB- (INC)(Downgraded),Negative,Rs. 39.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-advance-infrastructure-23apr25.pdf
Advance Infrastructure Private Limited,Short Term Bank Facilities,IVR A3 (INC)(Downgraded),Nil,Rs. 79.30 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-advance-infrastructure-23apr25.pdf
AGC Infracon Private Limited (Erstwhile AG Construction),Long Term Facilities,IVR BBB- (Upgraded),Stable,Rs. 20.98 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-AGC-Infracon23apr25.pdf
AGC Infracon Private Limited (Erstwhile AG Construction),Short Term Facilities,IVR A3 (Upgraded),Nil,Rs. 215.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-AGC-Infracon23apr25.pdf
Agri Process Innovations & Technologies LLP,Long Term Bank Facilities,IVR BB (INC)(Downgraded),Negative,Rs. 4.05 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-agriprocess-innovations-23apr25.pdf
Agri Process Innovations & Technologies LLP,Short Term Bank Facilities,IVR A4 (INC)(Downgraded),Nil,Rs. 0.95 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-agriprocess-innovations-23apr25.pdf
Arihant Syncotex Mills Private Limited,Long Term Bank Facilities,IVR BB (Assigned),Stable,Rs. 47.95 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Arihant-Syncotex-23apr25.pdf
Arihant Syncotex Mills Private Limited,Proposed Long Term Bank Facilities,IVR BB (Assigned),Stable,Rs. 6.05 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Arihant-Syncotex-23apr25.pdf
Classic Promoters & Builders Private Limited (CPBPL),Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 213.53 Cr. (reduced from Rs. 386.16 crore),"Apr 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Classic-Promoters-Builders-23apr25.pdf
Classic Promoters & Builders Private Limited (CPBPL),Long Term Bank Facilities,Withdrawn,Nil,0.00,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Classic-Promoters-Builders-23apr25.pdf
Cybercity Builders and Developers Private Limited,Long Term Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 480.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-cybercity-builders-23apr25.pdf
Cybercity Housing Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 49.60 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-cybercity-housing-23apr25.pdf
JSR Grain Energy Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 311.00 Cr. (enhanced from Rs. 210.00 Cr.),"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-JSRgrain-energy-23apr25.pdf
JSR Grain Energy Private Limited,Short Term Bank Facility,IVR A3 (Assigned),Nil,Rs. 16.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-JSRgrain-energy-23apr25.pdf
Marvel Vinyls Limited,Long Term Bank Facilities,IVR BBB-,Rating Watch with Developing Implications,Rs. 62.63 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-marvel-vinyls-23apr25.pdf
Marvel Vinyls Limited,Short Term Bank Facilities,IVR A3,Rating Watch with Developing Implications,Rs. 10.50 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-marvel-vinyls-23apr25.pdf
Parinee Realtors Private Limited,Long Term Instrument - Proposed Non-Convertible Debentures,IVR D (INC)(Reaffirmed),Nil,Rs. 101.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-parinee-realtors-23apr25.pdf
Parinee Shelters Private Limited,Long Term Instrument - Proposed Non-Convertible Debentures,IVR D (INC)(Reaffirmed),Nil,Rs. 199.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-parinee-shelters-23apr25.pdf
Parvati Sweetners and Power Limited,Long Term Bank Facilities,IVR BB (Reaffirmed),Stable,Rs. 11.31 Cr. (reduced from Rs. 23.28 Crore),"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-parvati-sweetners-23apr25.pdf
Salasar Techno Engineering Limited,Long Term Bank Facilities,IVR A,Rating Watch with Developing Implications,Rs. 680.45 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-salasar-techno-23apr25.pdf
Salasar Techno Engineering Limited,Short Term Bank Facilities,IVR A1,Rating Watch with Developing Implications,Rs. 18.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-salasar-techno-23apr25.pdf
SBL Energy Limited,Long Term Bank Facilities,IVR A- (Upgraded),Stable,Rs. 91.19 Cr. (enhanced from Rs. 51.38 Cr.),"Apr 23, 2025",https://www.infomerics.com/admin/uploads/Pr-SBL-Energy-23apr25.pdf
SBL Energy Limited,Short Term Bank Facilities,IVR A2+ (Upgraded),Nil,Rs. 75.80 Cr. (reduced from Rs. 77.00 Cr.),"Apr 23, 2025",https://www.infomerics.com/admin/uploads/Pr-SBL-Energy-23apr25.pdf
Shaheen Agro Fresh Private Limited,Long Term Bank Facilities,IVR BB (Upgraded),Stable,Rs. 24.72 Cr. (Reduced from Rs. 38.50 Cr.),"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-shaheen-agrofresh-23apr25.pdf
Sheetal Manufacturing Company Private Limited,Long Term/ Short Term Fund Based Bank Facilities - EPC/ PC/PCFC/ FDBP/FUDBP/AFDBC/FDBD /PSC/ EBR/PSCFC,IVR A+/ IVR A1+,Negative/-,Rs. 651.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-sheetal-manufacturing-23apr25.pdf
Sheetal Manufacturing Company Private Limited,Long Term/ Short Term Non- Fund Based Bank Facilities - Standby Letter of Credit (SBLC),IVR A+/ IVR A1+,Negative/-,Rs. 97.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-sheetal-manufacturing-23apr25.pdf
Sheetal Manufacturing Company Private Limited,Short Term Non - Fund Based Bank Facilities - Forward Contract (CEL),IVR A1+ (Reaffirmed),Nil,Rs. 5.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-sheetal-manufacturing-23apr25.pdf
Sheetal Manufacturing Company Private Limited,Proposed Long Term/ Short Term Bank Facilities,IVR A+/ IVR A1+,Negative/-,Rs. 117.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-sheetal-manufacturing-23apr25.pdf
Special Blasts Limited,Long Term Bank Facilities,IVR A- (Assigned),Stable,Rs. 67.56 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Special-Blast-23apr25.pdf
Special Blasts Limited,Short Term Bank Facilities,IVR A2+ (Assigned),Nil,Rs. 149.50 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Special-Blast-23apr25.pdf
Sumridhi Aluminium Private Limited,Long Term Facilities,IVR BBB (Assigned),Stable,Rs. 231.72 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-sumridhi-aluminium-23apr25.pdf
Sumridhi Aluminium Private Limited,Short Term Facilities,IVR A3+ (Assigned),Nil,Rs. 46.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-sumridhi-aluminium-23apr25.pdf
Truform Techno Products Private Limited,Long Term Bank Facilities,IVR BB (Assigned),Stable,Rs. 20.87 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-truform-techno-23apr25.pdf
Truform Techno Products Private Limited,Long Term Bank Facilities - Proposed,IVR BB (Assigned),Stable,Rs. 1.13 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-truform-techno-23apr25.pdf
Truform Techno Products Private Limited,Short Term Bank Facilities,IVR A4 (Assigned),Nil,Rs. 2.00 Cr.,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-truform-techno-23apr25.pdf
UCN Cable Network Private Limited,Issuer Rating,Withdrawn,Nil,-,"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-UCN-Cable-23apr25.pdf
Velicham Finance Private Limited,Long Term Fund Based Facilities,IVR BB+ (Upgraded and Withdrawn),Stable,Rs. 1.43 Cr. (Reduced from Rs. 6.55 Cr.),"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-velicham-finance-23apr25.pdf
Velicham Finance Private Limited,Long Term/Short Term Bank Facilities (Proposed),Withdrawn,Nil,0.00 (Reduced from Rs. 18.45 Cr.),"Apr 23, 2025",https://www.infomerics.com/admin/uploads/pr-velicham-finance-23apr25.pdf
AJL Edu Solutions LLP,Long Term Bank Facilities,IVR BBB+ (Reaffirmed),Stable,Rs. 16.53 Cr. (Reduced from Rs.20.87 crore),"Apr 22, 2025",https://www.infomerics.com/admin/uploads/Pr-AJL-Edu-Solutions-22apr25.pdf
DCX Systems Limited (Erstwhile DCX Cable Assemblies Private Limited),Long Term Facilities,IVR BBB+ (INC)(Downgraded),Negative,Rs. 480.00 Cr.,"Apr 22, 2025",https://www.infomerics.com/admin/uploads/pr-DCX-Systems-22apr25.pdf
DCX Systems Limited (Erstwhile DCX Cable Assemblies Private Limited),Short Term Facilities,IVR A2 (INC)(Downgraded),Nil,Rs. 530.00 Cr.,"Apr 22, 2025",https://www.infomerics.com/admin/uploads/pr-DCX-Systems-22apr25.pdf
