Company Name,Instrument Category,Rating,Outlook,Instrument Amount,Date,URL
Onix Renewable Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),Stable,Rs. 66.17 Cr. (Enhanced from Rs. 14.97 Crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-onix-renewable-27junee25.pdf
Onix Renewable Limited,Long Term Bank Facilities,Withdrawn,Nil,0.00 (reduced from Rs. 0.06 Crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-onix-renewable-27junee25.pdf
Onix Renewable Limited,Short Term Bank Facilities,IVR A2 (Upgraded),Nil,Rs. 49.00 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-onix-renewable-27junee25.pdf
Panchaganga Seeds Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 49.00 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-panchaganga-seeds-27june25.pdf
Panchaganga Sugar & Power Private Limited,Long Term Bank Facilities - Term Loan,IVR BBB- (Reaffirmed),Stable,Rs. 341.93 Cr. (Reduced from Rs.350.00 Cr.),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-panchaganga-sugar-27june25.pdf
Panchaganga Sugar & Power Private Limited,Long Term Bank Facilities - Cash Credit,IVR BBB- (Assigned),Stable,Rs. 160.00 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-panchaganga-sugar-27june25.pdf
Royal Touch Fablon Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 81.00 Cr. (including proposed limit of Rs.6.50 crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-RoyalTouch-Fablon27jun25.pdf
Royal Touch Fablon Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 19.00 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-RoyalTouch-Fablon27jun25.pdf
Sarthak Ispat Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 109.50 Cr. (enhanced from Rs. 99.50 crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Sarthak-Ispat-27june25.pdf
SCS Tech India Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 15.00 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-SCS-Tech-27june25.pdf
SCS Tech India Private Limited,Short Term Bank Facilities,IVR A3 (Assigned),Nil,Rs. 55.00 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-SCS-Tech-27june25.pdf
Shapoorji Pallonji Infrastructure Capital Company Pvt Ltd. (SPICCPL),Proposed Long Term Bank Facilities,IVR BBB- (Reaffirmed),Negative,Rs. 2.00 Cr. (Reduced from Rs. 10.00 Crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-SP-Infra-27june25.pdf
Shapoorji Pallonji Infrastructure Capital Company Pvt Ltd. (SPICCPL),Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 58.00 Cr. (Reduced from Rs. 75.00 Crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-SP-Infra-27june25.pdf
Shapoorji Pallonji Pandoh Takoli Highway Private Limited (SPPTHPL),Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 1284.03 Cr. (Reduced from Rs. 1339.71 crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Shapoorji-Pallonji-Pandoh-27june25.pdf
SMS Biofuel Private Limited,Long-term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 114.00 Cr. (reduced from Rs. 119.00 Cr.),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-SMS-Biofuel-27june25.pdf
SMS Biofuel Private Limited,Short-term Bank Facilities,IVR A3+ (Upgraded),Nil,Rs. 9.00 Cr. (enhanced from Rs. 4.00 Cr.),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-SMS-Biofuel-27june25.pdf
Starwing Developers Private Limited,Long term Bank Facilities,IVR BB+ (Upgraded),Stable,Rs. 37.02 Cr. (Reduced from Rs. 130 crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Starwing-Developers-27june25.pdf
Starwing Developers Private Limited,Long term Bank Facilities - Proposed,IVR BB+ (Upgraded),Stable,Rs. 37.98 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-Starwing-Developers-27june25.pdf
Starwing Real Estate Company,Long term Bank Facilities,IVR BB+ (Upgraded),Stable,Rs. 121.61 Cr. (Reduced from Rs. 130 crore),"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-StarwingReal-Estate-27june25.pdf
Starwing Real Estate Company,Long term Bank Facilities - Proposed,IVR BB+ (Assigned),Stable,Rs. 8.39 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/Pr-StarwingReal-Estate-27june25.pdf
SVASCA Industries India Limited,Long Term Bank Facilities,IVR B+ (INC)(Downgraded),Negative,Rs. 12.00 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-svasca-industries-27june25.pdf
SVASCA Industries India Limited,Short Term Bank Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 26.00 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-svasca-industries-27june25.pdf
VRV Hospitality Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 37.85 Cr.,"Jun 27, 2025",https://www.infomerics.com/admin/uploads/pr-VRV-Hospitality-27june25.pdf
DJT Microfinance Private Limited,Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 29.50 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/Pr-DJT-Microfinance-26june2025.pdf
DJT Microfinance Private Limited,Proposed Long Term Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 70.50 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/Pr-DJT-Microfinance-26june2025.pdf
Dynamic Air Engineering India Private Limited,Long Term Bank Facilities,IVR B- (INC)(Downgraded),Negative,Rs. 17.32 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/Pr-Dynamic-Air-Engi-26june25.pdf
Dynamic Air Engineering India Private Limited,Short Term Bank Facilities,IVR A4 (ISSUER NOT COOPERATING),Nil,Rs. 2.50 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/Pr-Dynamic-Air-Engi-26june25.pdf
Finstars Capital Limited,Non-Convertible Debentures (NCDs),IVR BBB- (Reaffirmed),Negative,Rs. 50.00 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/Pr-Finstars-Capital-26june25.pdf
GTN Enterprises Limited,Long term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 21.58 Cr. (Reduced from Rs. 23.68 crore),"Jun 26, 2025",https://www.infomerics.com/admin/uploads/Pr-GTN-Enterprises-26june25.pdf
GTN Enterprises Limited,Short term Bank Facilities,IVR A3+ (Upgraded),Nil,Rs. 77.40 Cr. (Enhanced from Rs. 77.04 crore),"Jun 26, 2025",https://www.infomerics.com/admin/uploads/Pr-GTN-Enterprises-26june25.pdf
Nova Textiles Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 5.53 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/pr-nova-textiles-26june25.pdf
Nova Textiles Private Limited,Short Term Bank Facilities,IVR A4+ (INC)(Downgraded),Nil,Rs. 50.00 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/pr-nova-textiles-26june25.pdf
Sri Ganesh Sponge Iron Private Limited,Long Term Bank Facilities,IVR BBB (CE)(Reaffirmed),Rating Watch with Developing Implications,Rs. 39.33 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/pr-SriGanesh-Sponge-26jun25.pdf
Sri Ganesh Sponge Iron Private Limited,Long Term Bank Facilities (Proposed),IVR BBB- (Assigned),Stable,Rs. 8.67 Cr.,"Jun 26, 2025",https://www.infomerics.com/admin/uploads/pr-SriGanesh-Sponge-26jun25.pdf
Kashvi International Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Rating Watch with Developing Implications,Rs. 59.50 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Kashvi-International-25jun25.pdf
Kashvi International Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Rating Watch with Developing Implications,Rs. 7.50 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Kashvi-International-25jun25.pdf
Aakshya Infra Projects Private Limited,Long-term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 90.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Aakshya-Infra-Projects-25june25.pdf
Aakshya Infra Projects Private Limited,Short-term Bank Facility,IVR A3+ (Assigned),Nil,Rs. 20.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Aakshya-Infra-Projects-25june25.pdf
Girraj Ji Stone Crushers Private Limited,Long Term Bank Facilities,IVR BBB (INC)(Downgraded),Negative,Rs. 26.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-GirrajJi-Stone-25june25.pdf
Girraj Ji Stone Crushers Private Limited,Short Term Bank Facilities,IVR A3+ (INC)(Downgraded),Nil,Rs. 161.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-GirrajJi-Stone-25june25.pdf
Jeyenkay Petrogels Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 4.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-jeyenkay-25june2025.pdf
Jeyenkay Petrogels Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 62.84 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-jeyenkay-25june2025.pdf
Jeyenkay Petrogels Private Limited,Proposed Long Term/Short Term Facilities,IVR BBB-/IVR A3; (Reaffirmed),Stable/-,Rs. 3.16 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-jeyenkay-25june2025.pdf
Karan Development Services Private Limited,Long Term Bank Facilities,IVR BBB+ (Upgraded),Stable,Rs. 87.55 Cr. (enhanced from Rs. 85.65 crore),"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Karan-Development-25june25.pdf
Karan Development Services Private Limited,Short Term Bank Facilities,IVR A2 (Upgraded),Nil,Rs. 188.00 Cr. (reduced from Rs. 194.78 crore incl. proposed),"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Karan-Development-25june25.pdf
Kashvi Power & Steel Private Limited,Long Term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 64.99 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Kashvi-PowerSteel-25jun25.pdf
Kashvi Power & Steel Private Limited,Short Term Bank Facilities,IVR A3+ (Upgraded),Nil,Rs. 95.01 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Kashvi-PowerSteel-25jun25.pdf
Kolhapur Ratnagiri Highways Private Limited,Long Term Bank Facilities,IVR BB+ (INC)(Downgraded),Negative,Rs. 440.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/pr-kolhapur-ratnagiri-25june25.pdf
MM Aqua Technologies Limited,Long Term Facilities,IVR C+ (INC) (Downgraded),Nil,Rs. 12.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/pr-mm-aqua-25june25.pdf
MM Aqua Technologies Limited,Short Term Facilities,IVR A4 (INC)(Reaffirmed),Nil,Rs. 7.50 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/pr-mm-aqua-25june25.pdf
Model Tanners Overseas LLP (Erstwhile Model Tanners),Long Term Bank Facilities,IVR BB+ (Downgraded),Stable,Rs. 0.35 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/pr-model-tanners-25june25.pdf
Model Tanners Overseas LLP (Erstwhile Model Tanners),Short Term Bank Facilities,IVR A4+ (Downgraded),Nil,Rs. 85.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/pr-model-tanners-25june25.pdf
Neelkanth Infratech Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 15.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/pr-Neelkanth-Infratech-25june25.pdf
Neelkanth Infratech Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 45.00 Cr. (including proposed limit of Rs. 25.00 crore),"Jun 25, 2025",https://www.infomerics.com/admin/uploads/pr-Neelkanth-Infratech-25june25.pdf
Neo Power Electronics & Projects Private Limited,Long-term Bank Facility,IVR BB (Reaffirmed and Withdrawn),Stable,Rs. 0.75 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Len-Neo-Power-Electronics-25june25.pdf
Neo Power Electronics & Projects Private Limited,Short-term Bank Facilities,IVR A4 (Reaffirmed and Withdrawn),Nil,Rs. 29.25Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Len-Neo-Power-Electronics-25june25.pdf
Plastene India Limited,Long Term Fund Based Bank Facilities - Term Loan,IVR BBB- (INC)(Downgraded),Negative,Rs. 66.80 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Plastene-India-25june25.pdf
Plastene India Limited,Long Term Fund Based Bank Facilities - Cash Credit,IVR BBB- (INC)(Downgraded),Negative,Rs. 124.55 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Plastene-India-25june25.pdf
Plastene India Limited,Long Term Fund Based Bank Facilities - Overdraft,IVR BBB- (INC)(Downgraded),Negative,Rs. 21.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Plastene-India-25june25.pdf
Plastene India Limited,Long Term Fund Based Bank Facilities - Proposed Term Loan,IVR BBB- (INC)(Downgraded),Negative,Rs. 9.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Plastene-India-25june25.pdf
Plastene India Limited,Short Term Fund Based Bank Facility - Standby limit under exporters Gold Card Scheme,IVR A3 (INC)(Downgraded),Nil,Rs. 2.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Plastene-India-25june25.pdf
Plastene India Limited,Short Term Non-Fund Based Bank Facility - LC,IVR A3 (INC)(Downgraded),Nil,Rs. 9.65 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Plastene-India-25june25.pdf
Plastene India Limited,Short Term Non-Fund Based Bank Facility - BG,IVR A3 (INC)(Downgraded),Nil,Rs. 7.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-Plastene-India-25june25.pdf
Stark Ridge Paper Private Limited,Long Term Bank Facilities,IVR B (INC)(Downgraded),Negative,Rs. 55.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/pr-stark-ridge-25june25.pdf
TIL Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 185.00 Cr. (Enhanced from Rs.160.00 crore),"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-TIL-Ltd-25june25.pdf
TIL Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 65.00 Cr.,"Jun 25, 2025",https://www.infomerics.com/admin/uploads/Pr-TIL-Ltd-25june25.pdf
Great Eastern Retail Private Limited,Long-term Bank Facilities,IVR BBB+ (Reaffirmed),Stable,Rs. 307.52 Cr. (including proposed limit of Rs. 13.00 Cr.),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Great-Eastern-Retail-24june25.pdf
Gyan Construction Company,Long Term Bank Facilities- Cash Credit,IVR BB- (INC)(Downgraded),Negative,Rs. 16.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Gyan-Construction24june25.pdf
Gyan Construction Company,Short Term Bank Facilities- Bank Guarantee,IVR A4 (INC)(Reaffirmed),Nil,Rs. 25.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Gyan-Construction24june25.pdf
Hindustan Rasayan Private Limited,Long Term Bank Facilities,IVR BB- (INC)(Downgraded),Negative,Rs. 9.44 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Hindustan-Rasayan-24june25.pdf
Hindustan Rasayan Private Limited,Long Term/ Short Term Bank Facilities,IVR BB-/ IVR A4 (INC) (Downgraded/Reaffirmed),Negative/-,Rs. 14.25 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Hindustan-Rasayan-24june25.pdf
Lion Engineering Consultants Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 35.51 Cr. (enhanced from Rs. 26.03 Crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-lion-engineering-24june25.pdf
Lion Engineering Consultants Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 112.00 Cr. (enhanced from Rs. 68.00 Crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-lion-engineering-24june25.pdf
M&S Paving Private Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 25.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-MS-Paving-24june25.pdf
M&S Paving Private Limited,Short Term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 35.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-MS-Paving-24june25.pdf
Neccon Power and Infra Limited,Long Term Bank Facilities,IVR D (INC)(Downgraded),Nil,Rs. 89.84 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-neccon-power-24june25.pdf
Neccon Power and Infra Limited,Short Term Bank Facilities,IVR D (INC)(Downgraded),Nil,Rs. 400.16 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-neccon-power-24june25.pdf
Nikita Papers Limited,Long Term Bank Facilities,IVR BBB (Assigned),Stable,Rs. 120.95 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Nikita-Papers-24june25.pdf
Nikita Papers Limited,Short Term Bank Facilities,IVR A3+ (Assigned),Nil,Rs. 40.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Nikita-Papers-24june25.pdf
Purbanchal Concast Private Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 85.70 Cr. (reduced from Rs. 91.60 crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Purbanchal-Concast-24june25.pdf
Purbanchal Concast Private Limited,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 7.14 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Purbanchal-Concast-24june25.pdf
Purbanchal Concast Private Limited,Long Term Bank Facilities- GECL,Withdrawn,Nil,-,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Purbanchal-Concast-24june25.pdf
Shri Venkatesh Refineries Limited,Long Term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 138.21 Cr. (Enhanced from Rs. 92.68 crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Shri-VenkateshRefineries-24june25.pdf
Shri Venkatesh Refineries Limited,Proposed Long Term Bank Facilities,IVR BBB (Upgraded),Stable,Rs. 71.79 Cr. (Enhanced from Rs. 67.32 crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Shri-VenkateshRefineries-24june25.pdf
Shubham Chemicals and Solvents Limited,Long Term Bank Facilities,IVR BB+ (Upgraded) (Withdrawn),Stable,Rs. 1.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Shubham-Chemicals24jun25.pdf
Shubham Chemicals and Solvents Limited,Short Term Bank Facilities,IVR A4+ (Upgraded) (Withdrawn),Nil,Rs. 74.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Shubham-Chemicals24jun25.pdf
Shubham Chemicals and Solvents Limited,Long Term/Short Term Bank Facilities,IVR BB+/ IVR A4+ (Upgraded) (Withdrawn),Stable/-,Rs. 105.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Shubham-Chemicals24jun25.pdf
Simar Port Private Limited,Long Term Bank Facilities,Withdrawn,Nil,0.00 (Reduced from Rs.1215.00 crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-simar-port-24june25.pdf
Simar Port Private Limited,Short Term Bank Facility,IVR A3 (Reaffirmed),Nil,Rs. 100.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-simar-port-24june25.pdf
Standard Motocorp Private Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 87.00 Cr. (Enhanced from Rs. 82.00 crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Standard-Motocorp-24june25.pdf
Standard Motocorp Private Limited,Long Term Bank Facilities - Term Loan,Withdrawn,Nil,-,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Standard-Motocorp-24june25.pdf
Standard Motocorp Private Limited,Short Term Bank Facilities,IVR A3 (Reaffirmed),Nil,Rs. 1.00 Cr.,"Jun 24, 2025",https://www.infomerics.com/admin/uploads/Pr-Standard-Motocorp-24june25.pdf
Synergy Engineers Group Private Limited,Long Term Bank Facilities,IVR BBB (Reaffirmed),Stable,Rs. 23.43 Cr. (enhanced from Rs. 14.96 Crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-synergy-engineers-24june25.pdf
Synergy Engineers Group Private Limited,Short Term Bank Facilities,IVR A3+ (Reaffirmed),Nil,Rs. 17.00 Cr. (enhanced from Rs. 5.00 Crore),"Jun 24, 2025",https://www.infomerics.com/admin/uploads/pr-synergy-engineers-24june25.pdf
Autoline Industries Limited,Long Term Bank Facilities,IVR BBB- (Upgraded),Stable,Rs. 131.50 Cr. (reduced from Rs. 131.76 Cr.),"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Autoline-Industries-23june25.pdf
Autoline Industries Limited,Short Term Bank Facilities,IVR A3 (Upgraded),Nil,Rs. 19.00 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Autoline-Industries-23june25.pdf
Brightstar Foods India Private Limited (erstwhile Poonam Roller Flour Mills Private Limited),Long Term Bank Facilities,IVR BBB (Upgraded and Withdrawn),Stable,Rs. 161.43 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/pr-Brightstar-Foods-23june25.pdf
Brightstar Foods India Private Limited (erstwhile Poonam Roller Flour Mills Private Limited),Short Term Bank Facilities,IVR A3+ (Upgraded and Withdrawn),Nil,Rs. 6.00 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/pr-Brightstar-Foods-23june25.pdf
C M Autosales Private Limited,Long Term Bank Facilities,IVR BB+ (Assigned),Stable,Rs. 51.28 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/pr-CM-autosales-23june25.pdf
C M Autosales Private Limited,Short Term Bank Facilities,IVR A4+ (Assigned),Nil,Rs. 4.50 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/pr-CM-autosales-23june25.pdf
Dristti Structural Engineering Private Limited,Long Term Fund -Based Bank Facilities,IVR BBB- (Assigned),Stable,Rs. 15.00 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Dristti-Structural-23june25.pdf
Dristti Structural Engineering Private Limited,Short Term Non Fund -Based Bank Facilities,IVR A3 (Assigned),Nil,Rs. 55.00 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Dristti-Structural-23june25.pdf
Euroteck Environmental Private Limited,Long Term Bank Facilities (including proposed facilities of Rs. 9.00 crore),IVR BBB (Upgraded),Stable,Rs. 23.70 Cr. (enhanced from Rs. 15.80 Cr.),"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Euroteck-Environmental-23june25.pdf
Euroteck Environmental Private Limited,Short Term Bank Facilities (including proposed facilities of Rs. 38.00 crore),IVR A3+ (Upgraded),Nil,Rs. 71.00 Cr. (enhanced from Rs. 33.00 Cr.),"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Euroteck-Environmental-23june25.pdf
F & K Agro Private Limited,Long-term Bank Facilities,IVR BBB (Upgraded) (Withdrawn),Stable,Rs. 107.60 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-FK-Agro-23june25.pdf
F & K Agro Private Limited,Short-term Bank Facilities,IVR A3+ (Upgraded) (Withdrawn),Nil,Rs. 10.00 Cr.,"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-FK-Agro-23june25.pdf
Ganpati Infrastructure Development Company Limited,Long Term Bank Facilities,IVR BBB- (Reaffirmed),Stable,Rs. 67.21 Cr. (enhanced from Rs.45.13 crore),"Jun 23, 2025",https://www.infomerics.com/admin/uploads/Pr-Ganpati-Infrastructure-23june25.pdf
